,Case Number,Date,Year,Type,Country,Activity,Injury,Fatal,Time,Species,Shark Sizes
1577,2003.01.02,02-Jan-03,2003,Unprovoked,AUSTRALIA,Surfing,"No injury, but her surfboard was bitten",N,13h00,Bronze Shark,MIDDLE SHARK
1578,2002.12.29,29-Dec-02,2002,Unprovoked,AUSTRALIA,Other activities,Left arm lacerated,N,,Hammerhead Shark,BIG SHARK
1579,2002.12.24,24-Dec-02,2002,Unprovoked,SOUTH AFRICA,Other activities,Forearms lacerated,N,Just after 12h00,White Shark,BIG SHARK
1580,2002.12.21,21-Dec-02,2002,Unprovoked,AUSTRALIA,Other activities,Groin bitten,N,,Wobbegong Shark,SMALL SHARK
1581,2002.12.20,20-Dec-02,2002,Invalid,AUSTRALIA,Swimming,Foot lacerated,N,,Grey Shark,SMALL SHARK
1582,2002.12.16,16-Dec-02,2002,Unprovoked,AUSTRALIA,Swimming,FATAL,Y,02h30,Bull Shark,SMALL SHARK
1584,2002.11.28.b,28-Nov-02,2002,Unprovoked,MICRONESIA,Other activities,Minor injury to right calf,N,Afternoon,Blacktip Shark,SMALL SHARK
1585,2002.11.28.a,28-Nov-02,2002,Unprovoked,USA,Other activities,Both legs severely lacerated,N,09h45,White Shark,BIG SHARK
1586,2002.11.17,17-Nov-02,2002,Unprovoked,USA,Swimming,Right shoulder forarm & wrist bitten,N,10h45,Grey Shark,SMALL SHARK
1587,2002.11.14,14-Nov-02,2002,Unprovoked,TURKS & CAICOS,Other activities,"Right upper am, shoulder & back severely  bitten",N,08h40,Caribbean Reef Shark,SMALL SHARK
1588,2002.11.11,11-Nov-02,2002,Unprovoked,USA,Surfing,1.5-inch laceration,N,13h40,BIG SHARK,BIG SHARK
1589,2002.11.02,02-Nov-02,2002,Unprovoked,USA,Other activities,Puncture wounds on right foot,N,13h25,BIG SHARK,BIG SHARK
1591,2002.10.30,30-Oct-02,2002,Unprovoked,USA,Swimming,Left foot bitten ,N,11h56,SMALL SHARK,SMALL SHARK
1592,2002.10.14,14-Oct-02,2002,Unprovoked,BRAZIL,Swimming,"FATAL, body not recovered",Y,16h00,Tiger Shark,MIDDLE SHARK
1594,2002.10.05.b,05-Oct-02,2002,Unprovoked,USA,Surfing,Abrasions on right hand & deep laceration on middle finger,N,12h00,Blacktip Shark,SMALL SHARK
1595,2002.10.05.a,05-Oct-02,2002,Unprovoked,USA,Surfing,Heel & back of right knee lacerated,N,13h30,BIG SHARK,BIG SHARK
1596,2002.10.03,03-Oct-02,2002,Unprovoked,USA,Surfing,Left hand lacerated and abraded,N,14h35,BIG SHARK,BIG SHARK
1597,2002.09.30,30-Sep-02,2002,Unprovoked,USA,Surfing,Right hand severely lacerated,N,16h20,BIG SHARK,BIG SHARK
1599,2002.09.27.c,27-Sep-02,2002,Unprovoked,USA,Surfing,"No injury, surfboard bitten ",N,15h35,Blacktip Shark,SMALL SHARK
1600,2002.09.27.b,27-Sep-02,2002,Provoked,USA,Other activities,Left thumb lacerated PROVOKED INCIDENT,N,Afternoon,Blacktip Shark,SMALL SHARK
1601,2002.09.27.a,27-Sep-02,2002,Provoked,TONGA,Swimming,Thigh lacerated  PROVOKED INCIDENT,N,15h00,Tiger Shark,MIDDLE SHARK
1602,2002.09.21.b,21-Sep-02,2002,Unprovoked,USA,Surfing, Ankle lacerated,N, ,MIDDLE SHARK,MIDDLE SHARK
1603,2002.09.21.a,21-Sep-02,2002,Unprovoked,USA,Surfing,No injury,N,Early Morning,BIG SHARK,BIG SHARK
1604,2002.09.16.b,16-Sep-02,2002,Unprovoked,BRAZIL,Swimming,"Left thigh bitten, leg surgically amputated",N,15h00,Tiger Shark,MIDDLE SHARK
1606,2002.09.13,13-Sep-02,2002,Unprovoked,SOUTH AFRICA,Surfing,No injury,N,16h00,White Shark,BIG SHARK
1607,2002.09.09,09-Sep-02,2002,Unprovoked,USA,Other activities,Bitten above & below right knee,N,15h55,BIG SHARK,BIG SHARK
1608,2002.09.05,05-Sep-02,2002,Provoked,USA,Other activities,2 small puncture wounds on left foot PROVOKED INCIDENT,N,17h45,Hammerhead Shark,BIG SHARK
1609,2002.08.28,28-Aug-02,2002,Unprovoked,USA,Surfing,Left foot lacerated ,N,15h45,Tiger Shark,MIDDLE SHARK
1611,2002.08.14,14-Aug-02,2002,Unprovoked,USA,Surfing,Big toe bitten,N,14h45,BIG SHARK,BIG SHARK
1612,2002.08.11,11-Aug-02,2002,Unprovoked,USA,Surfing,Lacerations on heel & dorsum of right foot,N,15h30,Nurse Shark,MIDDLE SHARK
1614,2002.08.06.R,Reported 06-Aug-2002,2002,Provoked,UNITED KINGDOM,Other activities,Hand bitten by captive shark PROVOKED INCIDENT,N,,Tiger Shark,MIDDLE SHARK
1615,2002.08.05,05-Aug-02,2002,Unprovoked,USA,Other activities,Leg lacerated,N,11h00,BIG SHARK,BIG SHARK
1616,2002.07.26,26-Jul-02,2002,Unprovoked,USA,Surfing,Heel bitten,N,19h00,Sand Shark,MIDDLE SHARK
1617,2002.07.20,20-Jul-02,2002,Unprovoked,USA,Swimming,Calf bitten,N,17h00,Bull Shark,SMALL SHARK
1619,2002.07.09.b,09-Jul-02,2002,Provoked,USA,Other activities,Drowned when caught in line and pulled overboard by hooked shark PROVOKED INCIDENT,Y,Shortly after midnight,Mako Shark,SMALL SHARK
1620,2002.07.09.a,10-Jul-02,2002,Unprovoked,BRAZIL,Surfing,Right hand severed,N,15h00,Tiger Shark,MIDDLE SHARK
1621,2002.07.04,04-Jul-02,2002,Unprovoked,USA,Other activities,"Calf, foot & hand bitten",N,17h15,Bull Shark,SMALL SHARK
1627,2002.06.11.b,11-Jun-02,2002,Unprovoked,USA,Surfing,"No injury, shark bit side of surfboard",N,13h345,Tiger Shark,MIDDLE SHARK
1628,2002.06.11.a,10-Jun-02,2002,Unprovoked,USA,Surfing,Right hand lacerated,N,13h00,BIG SHARK,BIG SHARK
1631,2002.06.03,03-Jun-02,2002,Unprovoked,SOUTH AFRICA,Other activities,Upper arm bitten,N,� ,BIG SHARK,BIG SHARK
1632,2002.05.31.b,31-May-02,2002,Unprovoked,USA,Surfing,Lacerated leg & back,N,14h15,White Shark,BIG SHARK
1633,2002.05.31.a,31-May-02,2002,Unprovoked,USA,Other activities,Lacerated foot,N,16h15,BIG SHARK,BIG SHARK
1634,2002.05.22.b,22-May-02,2002,Provoked,USA,Other activities,Leg bitten by hooked shark PROVOKED INCIDENT,N,17h15,Blacktip Shark,SMALL SHARK
1636,2002.05.21.R,Reported 21-May-2002,2002,Unprovoked,COSTA RICA,Surfing,Toothmarks in board & his swim trunks,N,,Bull Shark,SMALL SHARK
1638,2002.05.13,13-May-02,2002,Unprovoked,USA,Other activities,Laceration to arm.,N,,BIG SHARK,BIG SHARK
1641,2002.04.30,30-Apr-02,2002,Unprovoked,AUSTRALIA,Surfing,"FATAL, torso & leg bitten  ",Y,12h40,White Shark,BIG SHARK
1643,2002.04.20,20-Apr-02,2002,Unprovoked,USA,Surfing,Left foot bitten,N,10h30,BIG SHARK,BIG SHARK
1646,2002.04.09,09-Apr-02,2002,Unprovoked,BAHAMAS,Other activities,Calf bitten,N,10h45,Bull Shark,SMALL SHARK
1647,2002.04.02,02-Apr-02,2002,Unprovoked,USA,Other activities,Two half-inch lacerations on right heel and one near small toe,N,15h00,BIG SHARK,BIG SHARK
1648,2002.04.01,01-Apr-02,2002,Unprovoked,USA,Swimming,Upper left arm bitten,N,11h30,BIG SHARK,BIG SHARK
1649,2002.03.25.b,25-Mar-02,2002,Unprovoked,USA,Other activities,Left leg severed below knee,N,12h00,Tiger Shark,MIDDLE SHARK
1652,2002.03.19,19-Mar-02,2002,Unprovoked,USA,Swimming,Punctures on left foot and foot ,N,15h45,BIG SHARK,BIG SHARK
1653,2002.03.15.b,15-Mar-02,2002,Unprovoked,USA,Other activities,Arm bitten,N,Morning,Nurse Shark,MIDDLE SHARK
1654,2002.03.15.a,15-Mar-02,2002,Unprovoked,USA,Surfing,Several  puncture wounds on lower right leg,N,10h55,BIG SHARK,BIG SHARK
1657,2002.02.16,16-Feb-02,2002,Unprovoked,AUSTRALIA,Surfing,Heel / foot bitten,N,09h00 -10h00,BIG SHARK,BIG SHARK
1660,2002.01.30.b,30-Jan-02,2002,Unprovoked,AUSTRALIA,Surfing,Bruises & minor cuts,N,20h45 (Sunset),Tiger Shark,MIDDLE SHARK
1662,2002.01.04,04-Jan-02,2002,Unprovoked,SOUTH AFRICA,Other activities,Leg bitten & surgically amputated,N,02h00,Bull Shark,SMALL SHARK
1665,2002.01.01.a,01-Jan-02,2002,Unprovoked,USA,Other activities,Lacerations to buttocks & thigh,N,13h00,Tiger Shark,MIDDLE SHARK
1667,2001.11.23,23-Nov-01,2001,Unprovoked,AUSTRALIA,Surfing,"No Injury, shark hit board",N,,Bronze Shark,MIDDLE SHARK
1670,2001.10.07,07-Oct-01,2001,Unprovoked,SOUTH AFRICA,Other activities,No injury,N,,Mako Shark,SMALL SHARK
1671,2001.10.02,02-Oct-01,2001,Unprovoked,AUSTRALIA,Other activities,Lacerations to right forearm & shoulder injured,N,13h00,Bronze Shark,MIDDLE SHARK
1672,2001.09.30.b,30-Sep-01,2001,Unprovoked,MEXICO,Surfing,Hand injured,N,Late morning,Tiger Shark,MIDDLE SHARK
1673,2001.09.30.a,30-Sep-01,2001,Boat,AUSTRALIA,Other activities,No injury from shark,N,P.M.,White Shark,BIG SHARK
1674,2001.09.24,24-Sep-01,2001,Provoked,USA,Surfing,PROVOKED INCIDENT Several small lacerations on left foot ,N,16h20,BIG SHARK,BIG SHARK
1677,2001.09.15.b,15-Sep-01,2001,Unprovoked,USA,Other activities,"2 lacerations on lower back, punctures on buttock",N,15h00,BIG SHARK,BIG SHARK
1679,2001.09.13,13-Sep-01,2001,Provoked,UNITED KINGDOM,Other activities,Head bitten by captive shark PROVOKED INCIDENT,N,,Tiger Shark,MIDDLE SHARK
1683,2001.09.03.b,03-Sep-01,2001,Unprovoked,USA,Swimming,FATAL,Y,18h00,White Shark,BIG SHARK
1684,2001.09.03.a,03-Sep-01,2001,Unprovoked,USA,Swimming,Left buttock & foot  severed,N,18h00,White Shark,BIG SHARK
1685,2001.09.02,02-Sep-01,2001,Unprovoked,USA,Other activities,Right calf lacerated,N,Afternoon,BIG SHARK,BIG SHARK
1686,2001.09.01,01-Sep-01,2001,Unprovoked,USA,Swimming,"FATAL, thigh bitten ",Y,18h00,Bull Shark,SMALL SHARK
1687,2001.08.31,31-Aug-01,2001,Unprovoked,BAHAMAS,Other activities,Torso lacerated,N,13h30,Bull Shark,SMALL SHARK
1692,2001.08.22,22-Aug-01,2001,Unprovoked,USA,Surfing,Foot lacerated,N,16h20,SMALL SHARK,SMALL SHARK
1697,2001.08.18.c,18-Aug-01,2001,Unprovoked,USA,Surfing,Cuts on right foot,N,12h30,Blacktip Shark,SMALL SHARK
1698,2001.08.18.b,18-Aug-01,2001,Unprovoked,USA,Surfing,Back of left hand gashed,N,12h05,Blacktip Shark,SMALL SHARK
1699,2001.08.18.a,18-Aug-01,2001,Unprovoked,USA,Surfing,Left ankle bitten,N,10h00,Blacktip Shark,SMALL SHARK
1700,2001.08.16,16-Aug-01,2001,Unprovoked,BAHAMAS,Other activities,Calf bitten,N,16h00,Bull Shark,SMALL SHARK
1701,2001.08.12,12-Aug-01,2001,Unprovoked,THAILAND,Other activities,Legs bitten,N,,BIG SHARK,BIG SHARK
1707,2001.07.24,24-Jul-01,2001,Unprovoked,USA,Other activities,2 bites behind knee,N,,Nurse Shark,MIDDLE SHARK
1708,2001.07.21,21-Jul-01,2001,Boat,USA,Other activities,No Injury to occupants; shark bumped the boat ,N,,Mako Shark,SMALL SHARK
1710,2001.07.15.a,15-Jul-01,2001,Unprovoked,USA,Other activities,Foot lacerated,N,14h30,BIG SHARK,BIG SHARK
1712,2001.07.06.a,06-Jul-01,2001,Unprovoked,USA,Swimming,"Arm severed, surgically reattached",N,Dusk,Bull Shark,SMALL SHARK
1715,2001.06.12,12-Jun-01,2001,Unprovoked,USA,Swimming,Leg lacerated,N,,BIG SHARK,BIG SHARK
1716,2001.06.10,10-Jun-01,2001,Provoked,USA,Other activities,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",N,09h00,White Shark,BIG SHARK
1718,2001.06.03,03-Jun-01,2001,Unprovoked,USA,Other activities,3 puncture wounds on each side of her left  hand,N,Shortly before 13h00,BIG SHARK,BIG SHARK
1720,2001.05.23 ,23-May-01,2001,Unprovoked,USA,Swimming,Shin lacerated,N,,BIG SHARK,BIG SHARK
1724,2001.05.08,08-May-01,2001,Unprovoked,SOUTH AFRICA,Surfing,Leg bitten,N,,White Shark,BIG SHARK
1726,2001.05.03,03-May-01,2001,Unprovoked,USA,Surfing,Foot lacerated ,N,19h00,BIG SHARK,BIG SHARK
1730,2001.04.13.a,13-Apr-01,2001,Unprovoked,USA,Surfing,Right foot & ankle lacerated,N,10h55,Blacktip Shark,SMALL SHARK
1733,2001.04.12.c,12-Apr-01,2001,Unprovoked,USA,Surfing,Small cuts on big & pinky toes of left foot,N,16h05,Blacktip Shark,SMALL SHARK
1734,2001.04.12.b,12-Apr-01,2001,Unprovoked,USA,Other activities,Foot & ankle lacerated,N,12h34,Blacktip Shark,SMALL SHARK
1735,2001.04.12.a,12-Apr-01,2001,Unprovoked,USA,Surfing,Foot lacerated,N,11h53,Blacktip Shark,SMALL SHARK
1736,2001.04.11.d,11-Apr-01,2001,Unprovoked,USA,Surfing,Minor cuts on right heel & foot,N,8:04 PM,Blacktip Shark,SMALL SHARK
1738,2001.04.11.a,11-Apr-01,2001,Unprovoked,USA,Surfing,Minor punctures & lacerations on left hand ,N,07h00,White Shark,BIG SHARK
1739,2001.04.10,10-Apr-01,2001,Unprovoked,USA,Surfing,Foot lacerated,N,,Blacktip Shark,SMALL SHARK
1740,2001.04.08.b,08-Apr-01,2001,Unprovoked,SOUTH AFRICA,Surfing,"Thigh, hip & buttock bitten",N,09h30,White Shark,BIG SHARK
1741,2001.04.08.a,08-Apr-01,2001,Provoked,AUSTRALIA,Other activities,Wrist lacerated PROVOKED INCIDENT,N,,Wobbegong Shark,SMALL SHARK
1742,2001.04.05,05-Apr-01,2001,Unprovoked,USA,Surfing,Minor lacerations to dorsum of left foot,N,14h45,SMALL SHARK,SMALL SHARK
1744,2001.04.02.a,02-Apr-01,2001,Unprovoked,AUSTRALIA,Surfing,Calf bitten,N,10h00,Bronze Shark,MIDDLE SHARK
1746,2001.03.09,09-Mar-01,2001,Unprovoked,USA,Surfing,Fingers & hand lacerated,N,,BIG SHARK,BIG SHARK
1749,2001.03.00,Mar-01,2001,Sea Disaster,CARIBBEAN SEA,Other activities,"Human remains recovered in shark caught off Anguilla, probable scavenging on drowned body",Y,,Tiger Shark,MIDDLE SHARK
1750,2001.02.26,26-Feb-01,2001,Boat,AUSTRALIA,Other activities,No injury to occupants,N,,White Shark,BIG SHARK
1752,2001.02.04,04-Feb-01,2001,Unprovoked,AUSTRALIA,Surfing,Leg bitten,N,16h15,Bronze Shark,MIDDLE SHARK
1754,2001.01.24,24-Jan-01,2001,Unprovoked,CUBA,Swimming,Left arm bitten,N,,BIG SHARK,BIG SHARK
1755,2001.01.21 ,21-Jan-01,2001,Boat,AUSTRALIA,Other activities,No injury to occupants,N,,White Shark,BIG SHARK
1756,2001.01.09,09-Jan-01,2001,Unprovoked,USA,Surfing,"Foot bruised, board dinged",N,,BIG SHARK,BIG SHARK
1757,2001.01.06,06-Jan-01,2001,Boat,NEW ZEALAND,Other activities,"No injury, kayak bitten",N,,White Shark,BIG SHARK
1759,2000.12.12,12-Dec-00,2000,Unprovoked,FIJI,Swimming,"FATAL, leg severed ",Y,14h30,BIG SHARK,BIG SHARK
1760,2000.12.11,11-Dec-00,2000,Boat,AUSTRALIA,Other activities,No injury to occupants,N,,White Shark,BIG SHARK
1761,2000.12.05,05-Dec-00,2000,Unprovoked,CANADA,Other activities,No injury,N,,Porbeagle Shark,Porbeagle Shark
1762,2000.12.03,03-Dec-00,2000,Unprovoked,AUSTRALIA,Other activities,Left elbow and forearm bitten,N,09h30,Bronze Shark,MIDDLE SHARK
1764,2000.11.21,21-Nov-00,2000,Unprovoked,AUSTRALIA,Other activities,"No injury, wetsuit & swimfin torn",N,,Tiger Shark,MIDDLE SHARK
1766,2000.11.18,17-Nov-00,2000,Unprovoked,USA,Swimming,Right calf lacerated,N,12h00,BIG SHARK,BIG SHARK
1767,2000.11.10,10-Nov-00,2000,Invalid,USA,Other activities,No injury,N,,Bull Shark,SMALL SHARK
1768,2000.11.06.b,06-Nov-00,2000,Unprovoked,AUSTRALIA,Swimming,Leg & feet lacerated,N,06h30,White Shark,BIG SHARK
1769,2000.11.06.a,06-Nov-00,2000,Unprovoked,AUSTRALIA,Swimming,"FATAL, torso bitten, leg severed ",Y,06h30,White Shark,BIG SHARK
1770,2000.11.04,04-Nov-00,2000,Unprovoked,USA,Surfing,Both thighs bitten,N,16h30,White Shark,BIG SHARK
1771,2000.10.29,29-Oct-00,2000,Boat,AUSTRALIA,Other activities,"No Injury to occupant, shark holed and sank boat",N,22h00,White Shark,BIG SHARK
1773,2000.10.18,18-Oct-00,2000,Unprovoked,USA,Swimming,Right side of back / torso lacerated,N,11h20,Tiger Shark,MIDDLE SHARK
1775,2000.10.09,09-Oct-00,2000,Unprovoked,USA,Surfing,Foot lacerated,N,Morning,BIG SHARK,BIG SHARK
1776,2000.10.06.b,06-Oct-00,2000,Unprovoked,USA,Surfing,Fingers lacerated,N,14h30,Blacktip Shark,SMALL SHARK
1779,2000.09.29,29-Sep-00,2000,Unprovoked,USA,Surfing,No injury,N,09h00,White Shark,BIG SHARK
1780,2000.09.25,25-Sep-00,2000,Unprovoked,AUSTRALIA,Surfing,FATAL,Y,13h00,White Shark,BIG SHARK
1781,2000.09.24,24-Sep-00,2000,Unprovoked,AUSTRALIA,Surfing,FATAL,Y,07h30,White Shark,BIG SHARK
1782,2000.09.18,19-Sep-00,2000,Provoked,AUSTRALIA,Other activities,Foot lacerated from toe to heel when he tripped on shark during fishing competition PROVOKED INCIDENT,N,,Blue Shark,MIDDLE SHARK
1783,2000.09.16.b,16-Sep-00,2000,Unprovoked,OKINAWA,Surfing, FATAL,Y,17h00,White Shark,BIG SHARK
1787,2000.09.11,11-Sep-00,2000,Unprovoked,USA,Swimming,Finger lacerated,N,13h20,BIG SHARK,BIG SHARK
1789,2000.09.10.a,10-Sep-00,2000,Unprovoked,SOUTH AFRICA,Other activities,Swim fin bitten,N,11h00,White Shark,BIG SHARK
1790,2000.09.08.c,08-Sep-00,2000,Unprovoked,TANZANIA,Swimming,FATAL,Y,,Bull Shark,SMALL SHARK
1791,2000.09.08.b,08-Sep-00,2000,Unprovoked,USA,Other activities,Left foot lacerated ,N,11h45,BIG SHARK,BIG SHARK
1792,2000.09.08.a,08-Sep-00,2000,Unprovoked,REUNION,Surfing,Left arm bitten,N,18h05,Tiger Shark,MIDDLE SHARK
1793,2000.09.00.b,Early Sep-2000,2000,Unprovoked,TANZANIA,Swimming,FATAL,Y,,Bull Shark,SMALL SHARK
1794,2000.08.31,31-Aug-00,2000,Unprovoked,USA,Swimming,Punctures & lacerations on right foot,N,12h35,BIG SHARK,BIG SHARK
1795,2000.08.30,30-Aug-00,2000,Unprovoked,USA,Other activities,FATAL,Y,16h00,Bull Shark,SMALL SHARK
1798,2000.08.15,15-Aug-00,2000,Unprovoked,USA,Surfing,Left calf lacerated,N,11h50,Tiger Shark,MIDDLE SHARK
1800,2000.08.12,12-Aug-00,2000,Unprovoked,USA,Other activities,Severely bitten on lower leg ,N,16h45,Blacktip Shark,SMALL SHARK
1803,2000.08.00,Aug-00,2000,Unprovoked,TANZANIA,Swimming,FATAL,Y,,Bull Shark,SMALL SHARK
1805,2000.07.22,22-Jul-00,2000,Unprovoked,USA,Other activities,Leg pinched,N,,Nurse Shark,MIDDLE SHARK
1807,2000.07.16.b,16-Jul-00,2000,Unprovoked,USA,Surfing,Minor lacerations on foot,N,,Grey Shark,SMALL SHARK
1811,2000.07.12,12-Jul-00,2000,Unprovoked, TONGA,Other activities,Left arm bitten,N,,Grey Shark,SMALL SHARK
1814,2000.07.07,07-Jul-00,2000,Unprovoked,USA,Other activities,Ankle & foot lacerated,N,,Lemon Shark,MIDDLE SHARK
1815,2000.07.06,06-Jul-00,2000,Unprovoked,USA,Other activities,Calf lacerated,N,16h30,Tiger Shark,MIDDLE SHARK
1817,2000.07.04.a,04-Jul-00,2000,Unprovoked,USA,Other activities,Lower right calf lacerated,N,12h00,Nurse Shark,MIDDLE SHARK
1818,2000.07.02.b,02-Jul-00,2000,Unprovoked,USA,Other activities,Left calf & hand lacerated,N,17h00,BIG SHARK,BIG SHARK
1819,2000.07.02.a,02-Jul-00,2000,Unprovoked,USA,Other activities,Left thigh lacerated,N,14h45,Blacktip Shark,SMALL SHARK
1820,2000.07.00,Jul-00,2000,Unprovoked,TANZANIA,Swimming,FATAL,Y,,Bull Shark,SMALL SHARK
1822,2000.06.29,29-Jun-00,2000,Boat,NEW ZEALAND,Other activities,"No injury, shark bit the dinghy",N,,Mako Shark,SMALL SHARK
1824,2000.06.13,13-Jun-00,2000,Boat,USA,Other activities,"No injury to occupants, boat's rear platform bitten",N,14h30,Bull Shark,SMALL SHARK
1825,2000.06.10,10-Jun-00,2000,Unprovoked,USA,Surfing,Foot lacerated,N,16h00,Blacktip Shark,SMALL SHARK
1826,2000.06.09.b,09-Jun-00,2000,Unprovoked,USA,Swimming,Puncture wounds on right hip and arm,N,06h45,Bull Shark,SMALL SHARK
1827,2000.06.09.a,09-Jun-00,2000,Unprovoked,USA,Swimming,Right forearm severed surgically amputated above elbow,N,06h45,Bull Shark,SMALL SHARK
1829,2000.06.00,Early Jun-2000,2000,Unprovoked,TANZANIA,Swimming,"FATAL, legs severed  ",Y,,Bull Shark,SMALL SHARK
1830,2000.05.13,13-May-00,2000,Sea Disaster,NEW CALEDONIA,Other activities,Sharks prevented recovery of remains,Y,,Tiger Shark,MIDDLE SHARK
1838,2000.03.26,26-Mar-00,2000,Unprovoked,USA,Other activities,Right knee lacerated,N,11h15,BIG SHARK,BIG SHARK
1839,2000.03.24,24-Mar-00,2000,Unprovoked,USA,Surfing,Left hand bitten,N,14h00,BIG SHARK,BIG SHARK
1840,2000.03.15,15-Mar-00,2000,Unprovoked,NEW CALEDONIA,Other activities,FATAL,Y,Morning,Tiger Shark,MIDDLE SHARK
1841,2000.03.14,14-Mar-00,2000,Unprovoked,AUSTRALIA,Surfing,No Injury,N,19h30,Tiger Shark,MIDDLE SHARK
1842,2000.03.10,10-Mar-00,2000,Boat,AUSTRALIA,Other activities,No Injury to occupants,N,P.M.,BIG SHARK,BIG SHARK
1846,2000.03.00,Mar-00,2000,Unprovoked,USA,Other activities,"No injury to diver, speargun damaged",N,16h00,Mako Shark,SMALL SHARK
1848,2000.02.19,19-Feb-00,2000,Unprovoked,SOUTH AFRICA,Surfing,Foot bitten,N,14h00,White Shark,BIG SHARK
1849,2000.02.14,14-Feb-00,2000,Provoked,ENGLAND,Other activities,Fingers bitten PROVOKED INCIDENT,N,,Blacktip Shark,SMALL SHARK
1851,2000.02.01,01-Feb-00,2000,Unprovoked,AUSTRALIA,Surfing,Hand bitten,N,,BIG SHARK,BIG SHARK
1854,2000.00.00,2000,2000,Boat,USA,Other activities,No injury to occupant; shark bit propeller,N,,Hammerhead Shark,BIG SHARK
1858,1999.12.26,26-Dec-99,1999,Unprovoked,BRAZIL,Surfing,"Leg bitten, surgically amputated",N,,White Shark,BIG SHARK
1860,1999.12.06,06-Dec-99,1999,Invalid,BRAZIL,Other activities,Lateral right thigh bitten,N,09h30,Blacktip Shark,SMALL SHARK
1863,1999.11.23,23-Nov-99,1999,Unprovoked,USA,Swimming,"Buttock bitten, hands lacerated",N,17h20,Tiger Shark,MIDDLE SHARK
1864,1999.11.15,15-Nov-99,1999,Unprovoked,USA,Surfing,"No injury, board bitten",N,,White Shark,BIG SHARK
1865,1999.11.13,13-Nov-99,1999,Unprovoked,SOUTH AFRICA,Surfing,Lower legs lacerated,N,,White Shark,BIG SHARK
1867,1999.11.00.b,Nov-99,1999,Unprovoked,MARSHALL ISLANDS,Swimming,Lacerations to leg,N,,Grey Shark,SMALL SHARK
1868,1999.11.00.a,Nov-99,1999,Unprovoked,MARSHALL ISLANDS,Swimming,Lacerations to buttocks,N,,Grey Shark,SMALL SHARK
1871,1999.10.20,20-Oct-99,1999,Unprovoked,USA,Surfing,Lacerations to right hand & wrist,N,Noon,Lemon Shark,MIDDLE SHARK
1872,1999.10.01,01-Oct-99,1999,Unprovoked,USA,Surfing,Right arm bitten,N,18h30,Tiger Shark,MIDDLE SHARK
1874,1999.09.24,24-Sep-99,1999,Boat,ITALY,Other activities,No Injury to occupants,N,,White Shark,BIG SHARK
1877,1999.09.05,05-Sep-99,1999,Unprovoked,USA,Surfing,Right foot bitten,N,,BIG SHARK,BIG SHARK
1878,1999.09.04.b,04-Sep-99,1999,Provoked,USA,Other activities,Left knee nipped by captive shark PROVOKED INCIDENT,N,,BIG SHARK,BIG SHARK
1880,1999.08.26,26-Aug-99,1999,Unprovoked,USA,Surfing,3-inch laceration to right foot,N,14h30,SMALL SHARK,SMALL SHARK
1882,1999.08.23,23-Aug-99,1999,Unprovoked,MARSHALL ISLANDS,Other activities,Lacerations to left leg,N,Morning,BIG SHARK,BIG SHARK
1884,1999.08.16,16-Aug-99,1999,Unprovoked,USA,Other activities,"Ear lacerated, cuts on scalp, back, arm & shoulder ",N,17h40,BIG SHARK,BIG SHARK
1885,1999.08.05.a,05-Aug-99,1999,Unprovoked,USA,Surfing,Right ankle & heel  lacerated,N,11h25,BIG SHARK,BIG SHARK
1886,1999.08.05,05-Aug-99,1999,Unprovoked,BAHAMAS,Other activities,Right arm bitten,N,17h00,Caribbean Reef Shark,SMALL SHARK
1887,1999.07.29,29-Jul-99,1999,Unprovoked,SOUTH AFRICA,Surfing,Right thigh bitten,N,14h00,White Shark,BIG SHARK
1888,1999.07.26,26-Jul-99,1999,Unprovoked,USA,Swimming,Ankle bitten,N,18h25,Bull Shark,SMALL SHARK
1889,1999.07.21,21-Jul-99,1999,Unprovoked,USA,Surfing,Right thigh & buttock bitten,N,10h28,Tiger Shark,MIDDLE SHARK
1890,1999.07.15,15-Jul-99,1999,Unprovoked,SOUTH AFRICA,Other activities,FATAL,Y,11h15,White Shark,BIG SHARK
1892,1999.07.04,04-Jul-99,1999,Unprovoked,USA,Other activities,Lacerations knee to ankle,N,Afternoon,Blacktip Shark,SMALL SHARK
1893,1999.07.03,03-Jul-99,1999,Unprovoked,SOUTH AFRICA,Surfing,Leg & board bitten,N,Morning,White Shark,BIG SHARK
1894,1999.06.19,19-Jun-99,1999,Unprovoked,USA,Other activities,9-inch gash in left foot ,N,,BIG SHARK,BIG SHARK
1895,1999.06.17,17-Jun-99,1999,Unprovoked,USA,Surfing,Right hand and wrist lacerated,N,09h15,BIG SHARK,BIG SHARK
