,Month,Year,Type,Country,Area,Activity,Sex,Injury,Fatal,original order
269,Oct,2014,Unprovoked,USA,Florida,Surfing,M,Foot bitten,N,5723
270,Oct,2014,Unprovoked,USA,Florida,Surfing,M,Foot bitten,N,5722
271,Oct,2014,Boat,USA,California,Kayaking,M,"No injury to occupant, shark/s holded  kayak",N,5721
272,Oct,2014,Boat,USA,California,Kayaking ,M,"No injury to occupant, shark/s holded  kayak",N,5720
273,Oct,2014,Unprovoked,USA,California,Surfing,M,Lacerations to knee,N,5719
274,Oct,2014,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,"Left arm & right hand severed, lacerations to both legs",N,5718
275,Sep,2014,Unprovoked,USA,Florida,Surfing,M,Minor injury to left foot,N,5717
276,Sep,2014,Unprovoked,FRENCH POLYNESIA,Moorea,Feeding fish,F,Thumb & finger nipped,N,5716
277,Sep,2014,Invalid,USA,California,Surfing,M,"A hoax, no shark involvement",N,5715
278,Sep,2014,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,FATAL,Y,5714
279,Sep,2014,Unprovoked,USA,Alabama,Fishing ,M,Leg bitten,N,5713
280,Sep,2014,Unprovoked,USA,Massachusetts,Kayaking ,F,"No injury, shark bit kayak",N,5712
281,Sep,2014,Provoked,USA,Florida,Fishing,M,Bitten twice on the leg by a shark he was attempting to free from his line PROVOKED INCIDENT,N,5711
282,Sep,2014,Unprovoked,SPAIN,Catalonia,Playing with an air mattress,M,Lacerations to right hand,N,5710
283,Aug,2014,Unprovoked,USA,Florida,Body surfing,F,Injury to left calf,N,5709
284,Aug,2014,Unprovoked,USA,Florida,Surfing,M,Lacerations to shin,N,5708
286,Aug,2014,Provoked,USA,Maryland,Fishing,M,Lacerations to foot by hooked shark PROVOKED INCIDENT,N,5706
287,Aug,2014,Unprovoked,SPAIN,Alicante,Swimming,F,Minor lacerations to posterior lower leg,N,5705
288,Aug,2014,Unprovoked,USA,North Carolina,Surfing,M,Laceration to left hand,N,5704
289,Aug,2014,Unprovoked,USA,South Carolina,Standing,F,Heel bitten,N,5703
290,Aug,2014,Provoked,USA,Florida,Fishing for sharks,M,Lacerations to forearm from hooked shark PROVOKED INCIDENT,N,5702
292,Aug,2014,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,Lacerations to face and neck,N,5700
293,Aug,2014,Unprovoked,USA,Florida,Standing,M,Puncture wounds and lacerations to left thigh and knee,N,5699
294,Aug,2014,Unprovoked,USA,Florida,,M,Puncture wounds & lacerations to foot,N,5698
295,Aug,2014,Unprovoked,BAHAMAS,,Spearfishing,M,Puncture wounds to right foot and ankle,N,5697
296,Aug,2014,Unprovoked,USA,Florida,Swimming,F,Puncture wounds to right foot & ankle,N,5696
297,Aug,2014,Unprovoked,USA,Louisiana,Swimming,M,Minor lacerations to left heel and big toe,N,5695
298,Aug,2014,Unprovoked,USA,South Carolina,Boogie boarding,M,Lacerations to right leg & foot,N,5694
299,Aug,2014,Unprovoked,USA,Florida,Swimming,F,Lacerations to  foot,N,5693
300,Aug,2014,Unprovoked,USA,Florida,Surfing,M,Foot bitten,N,5692
301,Aug,2014,Unprovoked,USA,Florida,Boogie boarding,M,Laceration to ankle,N,5691
302,Aug,2014,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,Lower limbs & thigh bitten,N,5690
303,Aug,2014,Invalid,,,Sea disaster,M,Shark involvement prior to death not confirmed,Y,5689
304,Jul,2014,Unprovoked,USA,North Carolina,Swimming,M,Left foot bitten,N,5688
305,Jul,2014,Unprovoked,REUNION,Saint-Leu,Surfing,M,Lacerations to right wrist & calf,N,5687
306,Jul,2014,Unprovoked,USA,Florida,Standing,M,Lacerations to right knee,N,5686
308,Jul,2014,Unprovoked,USA,Hawaii,Swimming,M,Lacerations to left foot,N,5684
309,Jul,2014,Unprovoked,USA,Florida,Swimming,M,Puncture wounds to foot,N,5683
310,Jul,2014,Invalid,BAHAMAS,West End,Shark diving,M,"Missing after a dive, shark involvement considered probable, but not confirmed",Y,5682
311,Jul,2014,Unprovoked,USA,North Carolina,Body surfing,M,Lacerations to hand and wrist,N,5681
312,Jul,2014,Unprovoked,USA,Florida,Surfing,M,Lacerations to foot,N,5680
313,Jul,2014,Provoked,USA,California,Swimming,M,PROVOKED INCIDENT Torso bitten by shark hooked by an angler,N,5679
314,Jul,2014,Unprovoked,USA,California,Surfing,M,"No injury, surboard bitten",N,5678
315,Jul,2014,Unprovoked,USA,South Carolina,Body surfing,M,Right hand bitten,N,5677
316,Jun,2014,Boat,ST. MARTIN,,Transatlantic Rowing,M,His boat was holed by a shark,N,5676
317,Jun,2014,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,No injury but shark took his pole spear,N,5675
318,Jun,2014,Unprovoked,AUSTRALIA,South Australia,Surfing,M,"No injury, surfboard 'attacked'",N,5674
319,Jun,2014,Unprovoked,AUSTRALIA,South Australia,Body boarding,M,Lacerations to knee,N,5673
320,Jun,2014,Provoked,AUSTRALIA,Western Australia,Petting a shark,M,Lacerations to right hand by captive shark PROVOKED INCIDENT,N,5672
321,Jun,2014,Unprovoked,BRAZIL,,Fishing,M,Severe injury to arm,N,5671
322,Jun,2014,Unprovoked,USA,Delaware,Standing,M,"Abrasion to right hand, lacerations to left forearm",N,5670
323,Jun,2014,Unprovoked,AUSTRALIA,South Australia,Body boarding,M,Minor injury to torso,N,5669
324,Jun,2014,Unprovoked,JAPAN,Atsumi peninsula,Surfing,M,Left arm bitten,N,5668
325,Jun,2014,Unprovoked,USA,Texas,Kneeling in the water,F,Shallow lacerations & puncture wounds below shoulder,N,5667
326,Jun,2014,Unprovoked,USA,Florida,Swimming,F,Laceration to right lower leg,N,5666
327,Jun,2014,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Lacerations & puncture wounds to ankle and foot,N,5665
328,Jun,2014,Unprovoked,USA,Palmyra Atoll,Tagging sharks,F,Laceration to left hand,N,5664
329,May,2014,Unprovoked,AUSTRALIA,Queensland,Fell into the water,F,Lacerations to legs,N,5663
330,May,2014,Unprovoked,FRANCE,Wallis and Futuna,Scuba diving,M,Lacerations to left thigh and hip,N,5662
331,May,2014,Provoked,AUSTRALIA,New South Wales,Teasing a shark,M,Cut to tip of finger by a captive shark PROVOKED INCIDENT,N,5661
332,Nov,2015,Unprovoked,ECUADOR,Galapagos Islands,Snorkeling,M,Lacerations to left calf,N,5661
333,May,2014,Unprovoked,USA,Florida,Body boarding,F,Calf bitten,N,5660
334,May,2014,Unprovoked,AUSTRALIA,South Australia,Surfing,M,"No injury, but surfboard severely damaged",N,5659
335,May,2014,Unprovoked,USA,Florida,Wading,F,Lacerations and puncture wounds to right foot,N,5658
336,May,2014,Unprovoked,USA,Georgia,Surfing,M,Puncture wounds to right thigh,N,5657
337,May,2014,Invalid,USA,Florida,Diving,M,"No injury. No attack. 12' white shark appeared curious, not aggressive & departed when prodded by spear",N,5656
338,May,2014,Unprovoked,USA,South Carolina,Swimming,F,Lacerations to left foot,N,5655
339,May,2014,Unprovoked,USA,Florida,Surfing,M,Laceration to right hand and cuts on fingertips,N,5654
340,Apr,2014,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,Minor injury,N,5653
342,Apr,2014,Unprovoked,USA,Florida,Wading,M,Minor lacerations to left foot,N,5651
344,Apr,2014,Provoked,SOUTH AFRICA,Eastern Cape Province,Fishing,M,Lacerations to leg & hand by hooked shark PROVOKED INCIDENT,N,5649
345,Apr,2014,Unprovoked,USA,Florida,Surfing,M,Minor puncture wounds to lower left leg,N,5648
346,Apr,2014,Unprovoked,USA,Florida,Surfing,M,Lacerations to foot,N,5647
347,Apr,2014,Unprovoked,AUSTRALIA,New South Wales,Swimming,F,FATAL,Y,5646
348,Mar,2014,Invalid,AUSTRALIA,Western Australia,Diving for lobsters,M,Shark bites may have been post mortem,Y,5645
349,Mar,2014,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,FATAL,Y,5644
350,Mar,2014,Unprovoked,USA,Florida,Kite Surfing,M,Lacerations to left forearm,N,5643
351,Mar,2014,Unprovoked,USA,Florida,Surfing,M,Lacerations to toes and heel of right foot,N,5642
352,Mar,2014,Unprovoked,NEW CALEDONIA,Baie de Sainte-Marie,Kite Surfing,M,Lacerations to calf,N,5641
353,Mar,2014,Unprovoked,AUSTRALIA,Victoria,Surfing,M,Shark leapt onto surfboard; surfer uninjured ,N,5640
354,Mar,2014,Invalid,CAYMAN ISLANDS,,Scuba diving / culling lionfish,M,"Caribbean reef shark buzzed him. No injury, no attack. ",N,5639
355,Mar,2014,Invalid,AUSTRALIA,New South Wales,,F,"Injuries to wrist/hand by a mackerel, not a shark",N,5638
356,Mar,2014,Unprovoked,AUSTRALIA,New South Wales,Swimming,M,Minor lacerations to foot,N,5637
357,Mar,2014,Unprovoked,USA,Florida,Surfing,M,Lacerations to toes,N,5636
358,Feb,2014,Unprovoked,FRENCH POLYNESIA,Society Islands,Kitesurfing,M,Lacerations to lower leg,N,5635
359,Feb,2014,Boat,PAPUA NEW GUINEA,,Sailing,M,"No injury to occupants, hull bitten",N,5634
360,Feb,2014,Unprovoked,AUSTRALIA,South Australia,Spearfishing / Free diving,M,FATAL,Y,5633
361,Feb,2014,Provoked,TRINIDAD & TOBAGO,Trinidad,Fishing,M,Possibly a PROVOKED INCIDENT,N,5632
362,Feb,2014,Unprovoked,NEW ZEALAND,South Island,Surfing,M,Lacerations to leg,N,5631
363,Jan,2014,Provoked,AUSTRALIA,New South Wales,Fishing,M,Lacerations to ring and pinky fingers of his left hand by hooked shark PROVOKED INCIDENT,N,5630
364,Jan,2014,Unprovoked,NEW ZEALAND,South Island,Spearfishing,M,Minor injury to left lower leg & heel,N,5629
365,Jan,2014,Sea Disaster,JAPAN,Okinawa Prefecture,Sea disaster,M,5 cm bite to left foot,N,5628
367,Dec,2013,Unprovoked,NEW CALEDONIA,North Province,Snorkeling,M,Leg bitten,N,5626
368,Dec,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,Injuries to left thigh,N,5625
369,Dec,2013,Unprovoked,KIRIBATI,740 miles SE of Tarawa Atoll,Attempting to remove fishing net from submerged object,M,Severe injury to arm,N,5624
370,Dec,2013,Unprovoked,USA,Hawaii,Boogie boarding,M,Lacerations to right hand & knee,N,5623
371,Dec,2013,Unprovoked,USA,Florida,Surfing,M,Right foot bitten,N,5622
372,Dec,2013,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"Puncture wounds to hand, laceration to leg",N,5621
373,Dec,2013,Unprovoked,USA,Hawaii,Kayaking / Fishing,M,FATAL,Y,5620
374,Nov,2013,Unprovoked,AUSTRALIA,New South Wales,Body boarding,M,FATAL,Y,5619
375,Nov,2013,Unprovoked,USA,Hawaii,Snorkeling,F,Right calf bitten,N,5618
376,Nov,2013,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,FATAL,Y,5617
377,Nov,2013,Unprovoked,USA,Oregon,Surfing,M,"No injury, board bitten",N,5616
378,Nov,2013,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,"No injury, board bumped by shark",N,5615
379,Nov,2013,Provoked,BAHAMAS,,Shark fishing,M,Injuries to arm & leg by hooked shark   PROVOKED INCIDENT,N,5614
380,Nov,2013,Unprovoked,USA,New Jersey,Body boarding,M,"No injury, swim fin bitten",N,5613
381,Nov,2013,Unprovoked,USA,Florida,Surfing,M,Foot bitten,N,5612
382,Oct,2013,Unprovoked,USA,Hawaii,Kiteboarding,M,Severe bite to right calf & anklel,N,5611
383,Oct,2013,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,F,Lacerations to right arm,N,5610
384,Oct,2013,Unprovoked,REUNION,d��tang-Sal�,Body boarding,M,Right leg severed,N,5609
385,Oct,2013,Unprovoked,AUSTRALIA,Western Australia,Diving for crayfish,M,"No injury, swim fin shredded",N,5608
386,Oct,2013,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Injuries to right foot,N,5607
387,Oct,2013,Unprovoked,USA,Hawaii,Diving ,M,"3"" laceration to left hip",N,5606
388,Oct,2013,Unprovoked,USA,Hawaii,Surfing,M,"No injury, shark bit surfboard",N,5605
389,Oct,2013,Unprovoked,USA,Florida,Wading,M,Bitten on left calf & foot,N,5604
390,Oct,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / snorkeling,M,FATAL,Y,5603
391,Oct,2013,Unprovoked,AUSTRALIA,Western Australia,Diving for Abalone,M,"Injuries to torso, head and face",N,5602
392,Oct,2013,Unprovoked,USA,California,Surfing,M,Laceration to thigh,N,5601
393,Oct,2013,Unprovoked,USA,Florida,Wading,M,Lacerations to  right forearm,N,5600
394,Sep,2013,Unprovoked,USA,Florida,Surfing,M,Lacerations to hand,N,5599
395,Sep,2013,Provoked,ISRAEL,Southern District,Diving,M,Hand bitten PROVOKED INCIDENT,N,5598
396,Sep,2013,Unprovoked,USA,Florida,Standing,M,Laceration and puncture wounds to ankle,N,5597
397,Sep,2013,Unprovoked,USA,Florida,Swimming,M,Lacerations to right foot,N,5596
398,Sep,2013,Unprovoked,USA,Florida,Surfing,M,Lacerations to left foream,N,5595
399,Sep,2013,Unprovoked,USA,Florida,Swimming,M,Lacerations to right foot,N,5594
400,Sep,2013,Unprovoked,USA,Florida,Surfing,F,Heel bitten,N,5593
401,Sep,2013,Unprovoked,USA,South Carolina,,F,No details,UNKNOWN,5592
402,Sep,2013,Provoked,USA,Florida,Surfing,M,Foot bitten when he accidentally jumped onto the shark PROVOKED INCIDENT,N,5591
403,Sep,2013,Unprovoked,USA,Florida,Standing,M,"Minor injury, shin bitten",N,5590
404,Sep,2013,Unprovoked,USA,Florida,Swimming,M,Shoulder bitten,N,5589
405,Sep,2013,Provoked,USA,Florida,,M,Arm bitten by captive shark PROVOKED INCIDENT,N,5588
406,Sep,2013,Unprovoked,BAHAMAS,,,M,Leg injured,N,5587
407,Sep,2013,Unprovoked,USA,Florida,Casting a net,M,Lacerations to left calf,N,5586
408,Aug,2013,Unprovoked,BAHAMAS,,Spearfishing,M,Lower left leg bitten,N,5585
409,Aug,2013,Unprovoked,USA,California,Swimming,M,Foot bitten,N,5584
410,Aug,2013,Invalid,USA,California,Marathon swimming,F,"Puncture wound to torso. Reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",N,5583
411,Aug,2013,Provoked,FRANCE,Bay of Biscay,Longline fishing for sharks,M,Laceration to right arm from hooked shark  PROVOKED INCIDENT,N,5582
412,Aug,2013,Unprovoked,USA,Florida,Boogie boarding,F,Minor injury to left lower leg & heel,N,5581
413,Aug,2013,Unprovoked,AUSTRALIA,New South Wales,Wrangling a shark,M,Lacerations to left forearm,N,5580
414,Aug,2013,Unprovoked,USA,Hawaii,Surfing,M,Lacerations to buttocks & thigh,N,5579
415,Aug,2013,Unprovoked,USA,California,Surfing,F,"No injury, shark bumped surfboard",N,5578
416,Aug,2013,Unprovoked,USA,Hawaii,Snorkeling,F,FATAL,Y,5577
417,Aug,2013,Unprovoked,USA,Hawaii,Kiteboarding,F,No injury & not on board. Board adrift when bitten by shark,N,5576
418,Aug,2013,Unprovoked,USA,South Carolina,Surfing,M,"No injury, shark became entangled in his surfboard leash",N,5575
419,Aug,2013,Unprovoked,SOUTH AFRICA,,Attempting to free the shark,M,"Unknown, but survived",N,5574
420,Aug,2013,Unprovoked,USA,Florida,Fishing,M,Minor injury to foot & shin,N,5573
421,Jul,2013,Unprovoked,USA,Hawaii,Snorkeling,F,"Lacerations to hand, face and torso",N,5572
422,Jul,2013,Unprovoked,USA,South Carolina,Swimming,M,Foot bitten,N,5571
423,Jul,2013,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,M,Leg bitten,N,5570
424,Jul,2013,Unprovoked,MEXICO,Quintana Roo,Wading,F,Hip bitten,N,5569
425,Jul,2013,Unprovoked,USA,Hawaii,Surfing,M,Lower leg bitten,N,5568
426,Jul,2013,Unprovoked,BAHAMAS,Exuma Islands,Cleaning fish,M,Bitten on left hand,N,5567
427,Jul,2013,Unprovoked,BAHAMAS,Abaco Islands,Diving,M,Bitten on rear lower extremities,N,5566
428,Jul,2013,Unprovoked,BRAZIL,Pernambuco,Swimming,F,FATAL,Y,5565
429,Jul,2013,Unprovoked,USA,Alabama,Walking in surf,F,Lacerations and abrasions to foot and ankle,N,5564
430,Jul,2013,Unprovoked,USA,Florida,Swimming ,M,4 cuts to posterior calf,N,5563
431,Jul,2013,Unprovoked,REUNION,Saint-Paul,Swimming & snorkeling,F,FATAL,Y,5562
432,Jul,2013,Unprovoked,DIEGO GARCIA,,Swimming,M,FATAL,Y,5561
433,Jul,2013,Unprovoked,USA,North Carolina,Wading,F,Right foot bitten,N,5560
434,Jul,2013,Invalid,SPAIN,Catalonia,Swimming,M,"Scrape to right forearm. Frennet says inflicted by a blue shark, but authorities question shark involvement",N,5559
435,Jul,2013,Unprovoked,AUSTRALIA,Victoria,Body surfing,M,"No injury, holes in wetsuit ",N,5558
436,Jun,2013,Unprovoked,TAIWAN,Taitung ,Fishing,M,Right thigh bitten,N,5557
437,Jun,2013,Invalid,JAMAICA,Kingston Parish,,M,Probable drowning with post-mortem bites,Y,5556
438,Jun,2013,Unprovoked,USA,California,Kayaking / Fishing,M,"No injury, kayak scratched",N,5555
439,Jun,2013,Unprovoked,USA,Florida,Swimming,M,Lacerations to left foot,N,5554
440,Jun,2013,Unprovoked,USA,South Carolina,Swimming,M,"Bitten on lower right leg, reported as a minor injury",N,5553
441,Jun,2013,Unprovoked,USA,Hawaii,Swimming,M,Right thigh & calf bitten,N,5552
442,Jun,2013,Unprovoked,USA,Texas,Swimming,M,Left leg & hand bitten,N,5551
443,Jun,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,M,Lacerations to knee,N,5550
444,Jun,2013,Unprovoked,USA,Florida,Surfing,F,Lacerations to left ankle,N,5549
445,Jun,2013,Unprovoked,USA,South Carolina,Boogie Boarding,F,Puncture marks to hand,N,5548
446,Jun,2013,Provoked,USA,Florida,Fishing for sharks,M,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,N,5547
447,Jun,2013,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"No injury, board damaged",N,5546
448,May,2013,Unprovoked,USA,Hawaii,Diving,M,Lacerations to right hand,N,5545
449,May,2013,Unprovoked,USA,Florida,Swimming,M,Right foot bitten,N,5544
450,May,2013,Unprovoked,BRAZIL,Pernambuco,,M,FATAL,Y,5543
451,May,2013,Provoked,PALESTINIAN TERRITORIES,,Fishing,M,Two fingers lost PROVOKED INCIDENT,N,5542
452,May,2013,Unprovoked,ECUADOR,Santa Cruz Island,Surfing,M,Superficial injury to left calf,N,5541
453,May,2013,Invalid,USA,California,Surfing,M,Shark bites were post-mortem,Y,5540
454,May,2013,Unprovoked,REUNION,Saint-Gilles,Body boarding,M,FATAL,Y,5539
455,May,2013,Unprovoked,USA,Florida,Surfing,M,Lacerations to left foot and ankle,N,5538
456,Apr,2013,Provoked,AUSTRALIA,New South Wales,Fishing,M,Foot bitten by landed shark PROVOKED INCIDENT,N,5537
457,Apr,2013,Unprovoked,MEXICO,Quintana Roo,Swimming,F,Avulsion injury  to lower right leg,N,5536
458,Apr,2013,Unprovoked,AUSTRALIA,New South Wales,Fishing,M,Puncture wounds and lacerations to both legs,N,5535
459,Apr,2013,Unprovoked,USA,Florida,Playing in the surf,M,Lacerations to right foot,N,5534
460,Apr,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving,M,"""Light scratch on hand/wrist area""",N,5533
461,Apr,2013,Unprovoked,USA,Florida,Surfing,M,Minor lacerations to right hand,N,5532
462,Apr,2013,Unprovoked,GUAM,,,M,FATAL,Y,5531
463,Apr,2013,Unprovoked,FRENCH POLYNESIA,Tuamotus,Kite boarding,M,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",N,5530
464,Apr,2013,Unprovoked,USA,Florida,Swimming,M,Lacerations to hand,N,5529
465,Apr,2013,Invalid,AUSTRALIA,Western Australia,,M,Disappeared. No evidence that he was taken by a shark,Y,5528
466,Apr,2013,Unprovoked,USA,Hawaii,Surfing,M,Right thigh bitten,N,5527
467,Mar,2013,Invalid,AUSTRALIA,New South Wales,Surfing,M,Never happened; it was a  hoax,N,5526
468,Mar,2013,Unprovoked,SEYCHELLES,,Free diving,M,Lacerations to left foot,N,5525
469,Mar,2013,Unprovoked,BELIZE,,Snorkeling,F,Toe injured,N,5524
470,Mar,2013,Unprovoked,BAHAMAS,Eleuthera,Fly fishing,M,Left foot bitten,N,5523
471,Mar,2013,Provoked,SOUTH AFRICA,Western Cape Province,Fishing - 'tag & release',M,Lacerations to left calf and heel from hooked shark PROVOKED INCIDENT,N,5522
472,Mar,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,M,"No injury, surfboard bitten",N,5521
473,Mar,2013,Unprovoked,JAMAICA,St. Catherine,Spearfishing,M,FATAL,Y,5520
474,Mar,2013,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,Laceration to left hand,N,5519
475,Mar,2013,Unprovoked,PHILIPPINES,Palawan,Swimming to shore with floatioon devices after boat engine conked out,M,Minor leg injuries,N,5518
476,Mar,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,Injuries to arms & hands,N,5517
477,Feb,2013,Unprovoked,NEW ZEALAND,North Island,Swimming,M,FATAL,Y,5516
479,Feb,2013,Unprovoked,USA,Hawaii,Surfing,M,"No injury, shark bit rail of foam board",N,5514
480,Feb,2013,Unprovoked,USA,Florida,Surfing,M,Lacerations to right hand,N,5513
481,Feb,2013,Unprovoked,FRENCH POLYNESIA,Society Islands,Scuba diving,M,Lacerations to right arm & thigh,N,5512
482,Feb,2013,Unprovoked,JAMAICA,Kingston Parish,,M,Knee bitten,N,5511
483,Jan,2013,Boat,AUSTRALIA,Victoria,Fishing,M,"No injury to occupants, shark bit propeller",N,5510
484,Jan,2013,Unprovoked,AUSTRALIA,Queensland,Surfing,M,Lacerations to neck,N,5509
485,Jan,2013,Invalid,AUSTRALIA,Queensland,Dragging stranded shark into deeper water,M,"No injury, a 3 m blue shark merely snapped at the man.",N,5508
486,Jan,2013,Unprovoked,USA,Hawaii,Surfing,M,Left forearm bitten ,N,5507
487,Jan,2013,Unprovoked,NEW ZEALAND,Mercury Islands,Spearfishing,M,Minor cut on finger,N,5506
488,Jan,2013,Unprovoked,AUSTRALIA,Western Australia,Spearfishing / Free diving,M,Calf & shin bitten ,N,5505
489,Dec,2012,Unprovoked,USA,Florida,Swimming,M,Lower leg or ankle bitten,N,5504
490,Dec,2012,Unprovoked,AUSTRALIA,New South Wales,Surfing,M,"No injury, chunk missing from surfboard",N,5503
491,Dec,2012,Unprovoked,AUSTRALIA,New South Wales,Paddle boarding,M,Lacerations to thigh and hand,N,5502
492,Dec,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,M,FATAL,Y,5501
493,Dec,2012,Unprovoked,AUSTRALIA,Western Australia,Surfing,M,No injury,N,5500
494,Dec,2012,Unprovoked,USA,Hawaii,Surfing,M,Lacerations to left foot,N,5499
