Year,Month,Country,Area,Type,Age,Sex,Activity,Fatal (Y/N)
1985,10,SOUTH AFRICA,Eastern Cape Province,Unprovoked,22,M,Surfing,N
1985,10,USA,Hawaii,Unprovoked,33,M,Surfing,N
1985,10,USA,Alabama,Provoked,Unknown,M,Fishing,N
1985,09,SOUTH AFRICA,KwaZulu-Natal,Invalid,21,M,Swimming,Y
1985,09,USA,Florida,Unprovoked,Unknown,M,Diving,N
1985,09,USA,Florida,Invalid,17,M,Swimming,N
1985,08,USA,South Carolina,Unprovoked,87,M,Wading,N
1985,08,USA,Florida,Invalid,11,M,Wading,N
1985,08,USA,Florida,Invalid,67,M,Diving,Y
1985,07,USA,Florida,Unprovoked,13,F,Wading,N
1985,07,USA,Florida,Unprovoked,15,M,Surfing,N
1985,05,SOUTH AFRICA,KwaZulu-Natal,Provoked,39,M,Spearfishing,N
1985,03,USA,Florida,Unprovoked,25,M,Surfing,N
1985,02,USA,Florida,Unprovoked,16,M,Surfing,N
1985,01,SOUTH AFRICA,Western Cape Province,Unprovoked,15,M,Swimming,N
1985,01,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,M,Unknown,Y
1985,01,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,18,M,Surfing,N
1985,01,SOUTH AFRICA,Western Cape Province,Unprovoked,34,M,Spearfishing,N
1985,01,NEW CALEDONIA,South Province,Unprovoked,Unknown,Unknown,Spearfishing,N
1985,01,SOUTH AFRICA,KwaZulu-Natal,Provoked,20,M,Spearfishing,N
1984,11,USA,Florida,Unprovoked,13,M,Surfing,N
1984,11,USA,Florida,Provoked,29,M,Spearfishing,N
1984,10,USA,Florida,Invalid,22,M,Swimming,Y
1984,10,USA,Florida,Invalid,77,F,Wading,N
1984,10,USA,Florida,Unprovoked,15,M,Surfing,N
1984,09,USA,Florida,Unprovoked,17,M,Surfing,N
1984,09,USA,Florida,Unprovoked,Elderly,M,Swimming,N
1984,09,USA,Florida,Unprovoked,16,M,Surfing,N
1984,09,USA,Florida,Unprovoked,Unknown,Unknown,Swimming,UNKNOWN
1984,09,USA,California,Unprovoked,Unknown,M,Wading,N
1984,09,MEXICO,California,Provoked,Unknown,M,Spearfishing,N
1984,07,USA,Texas,Unprovoked,13,F,Swimming,N
1984,07,USA,Texas,Unprovoked,18,F,Swimming,N
1984,07,SOUTH AFRICA,Western Cape Province,Invalid,21,M,Spearfishing,Y
1984,07,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Unknown,M,Spearfishing,N
1984,06,SOUTH AFRICA,Western Cape Province,Unprovoked,27,M,Surfing,N
1984,05,SOUTH AFRICA,Western Cape Province,Unprovoked,28,M,Spearfishing,N
1984,03,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Unknown,M,Surfing,N
1984,03,AUSTRALIA,Western Australia,Unprovoked,Unknown,Unknown,Unknown,UNKNOWN
1984,02,SOUTH AFRICA,Eastern Cape Province,Provoked,Unknown,M,Fishing,N
1984,02,SOUTH AFRICA,KwaZulu-Natal,Provoked,33,M,Diving,N
1984,02,SOUTH AFRICA,Eastern Cape Province,Invalid,Unknown,Unknown,Unknown,Y
1984,02,AUSTRALIA,Queensland,Unprovoked,27,M,Spearfishing,N
1984,01,SOUTH AFRICA,Eastern Cape Province,Unprovoked,14,M,Swimming,N
1984,01,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,14,F,Unknown,Y
1983,12,USA,Florida,Unprovoked,17,M,Surfing,N
1983,12,SOUTH AFRICA,Eastern Cape Province,Unprovoked,16,M,Swimming,N
1983,12,SOUTH AFRICA,Eastern Cape Province,Unprovoked,47,M,Swimming,N
1983,12,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,M,Unknown,N
1983,11,USA,Florida,Unprovoked,15,M,Surfing,N
1983,11,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,F,Swimming,Y
1983,10,USA,Florida,Unprovoked,16,M,Surfing,N
1983,10,USA,Florida,Unprovoked,20,M,Wading,N
1983,09,USA,Florida,Unprovoked,15,M,Standing,N
1983,08,USA,Oregon,Unprovoked,Unknown,M,Surfing,N
1983,08,SOUTH AFRICA,Western Cape Province,Unprovoked,29,M,Spearfishing,N
1983,08,USA,Virginia,Unprovoked,14,F,Swimming,N
1983,08,USA,Florida,Unprovoked,22,F,Diving,N
1983,07,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Unknown,M,Surfing,N
1983,07,USA,Florida,Unprovoked,39,F,Surfing,N
1983,07,BAHAMAS,Abaco Islands,Unprovoked,13,M,Spearfishing,N
1983,06,USA,Florida,Unprovoked,42,M,Swimming,N
1983,06,BAHAMAS,Abaco Islands,Unprovoked,15,M,Spearfishing,Y
1983,05,USA,Florida,Unprovoked,15,M,Surfing,N
1983,05,USA,Florida,Unprovoked,22,M,Surfing,N
1983,04,USA,Florida,Unprovoked,Unknown,M,Surfing,UNKNOWN
1983,04,SOUTH AFRICA,Eastern Cape Province,Unprovoked,27,M,Fishing,N
1983,04,USA,Florida,Unprovoked,16,M,Surfing,N
1983,04,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,M,Unknown,N
1983,03,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,17,M,Spearfishing,N
1983,03,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Unknown,M,Surfing,N
1983,03,USA,Florida,Unprovoked,Unknown,M,Surfing,N
1983,03,NEW CALEDONIA,Loyalty Islands,Unprovoked,Unknown,Unknown,Unknown,N
1983,01,USA,South Carolina,Provoked,43,M,Fishing,N
1983,01,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,M,Unknown,Y
1983,01,SOUTH AFRICA,Western Cape Province,Unprovoked,22,M,Surfing,N
1983,01,SOUTH AFRICA,Western Cape Province,Unprovoked,32,M,Spearfishing,N
1982,10,USA,Florida,Unprovoked,26,M,Surfing,N
1982,09,SOUTH AFRICA,Eastern Cape Province,Unprovoked,16,M,Surfing,N
1982,09,SOUTH AFRICA,Eastern Cape Province,Unprovoked,16,M,Surfing,N
1982,09,USA,Florida,Unprovoked,20,M,Surfing,N
1982,09,USA,California,Unprovoked,36,M,Diving,N
1982,09,USA,Florida,Invalid,mid-20s,M,Unknown,Y
1982,08,USA,California,Invalid,17,M,Surfing,N
1982,08,SOUTH AFRICA,Western Cape Province,Unprovoked,18,F,Swimming,N
1982,07,SOUTH AFRICA,KwaZulu-Natal,Invalid,20,M,Surfing,N
1982,07,USA,Florida,Unprovoked,17,M,Swimming,N
1982,07,USA,California,Invalid,43,M,Swimming,N
1982,07,USA,Florida,Unprovoked,19,F,Swimming,N
1982,07,NEW CALEDONIA,South Province,Unprovoked,Unknown,Unknown,Unknown,N
1982,06,SOUTH AFRICA,Eastern Cape Province,Unprovoked,27,M,Surfing,Y
1982,06,USA,South Carolina,Unprovoked,20,M,Swimming,N
1982,06,USA,Florida,Unprovoked,8,F,Unknown,N
1982,05,USA,South Carolina,Invalid,Ca. 33,F,Unknown,Y
1982,03,USA,Florida,Unprovoked,16,M,Surfing,N
1982,03,AUSTRALIA,New South Wales,Unprovoked,20,M,Surfing,Y
1982,02,AUSTRALIA,Tasmania,Unprovoked,32,M,Spearfishing,Y
1982,02,USA,Florida,Unprovoked,18,M,Surfing,N
1982,02,SOUTH AFRICA,Western Cape Province,Provoked,Unknown,M,Fishing,N
1982,02,USA,Hawaii,Unprovoked,Unknown,F,Wading,N
1982,02,USA,Hawaii,Unprovoked,Unknown,F,Swimming,N
1982,02,USA,Florida,Unprovoked,75,F,Swimming,Y
1982,02,USA,Florida,Unprovoked,29,M,Diving,Y
1982,01,SOUTH AFRICA,Eastern Cape Province,Unprovoked,20,M,Swimming,N
1981,12,USA,California,Unprovoked,24,M,Surfing,Y
1981,12,AUSTRALIA,Queensland,Unprovoked,Unknown,Unknown,Unknown,N
1981,10,USA,Florida,Unprovoked,19,M,Swimming,N
1981,10,USA,Florida,Unprovoked,Unknown,M,Surfing,UNKNOWN
1981,10,USA,Florida,Unprovoked,17,M,Surfing,N
1981,10,USA,Florida,Unprovoked,24,M,Surfing,N
1981,09,USA,Florida,Unprovoked,28,M,Surfing,N
1981,09,USA,Florida,Unprovoked,Unknown,Unknown,Surfing,N
1981,09,USA,Florida,Unprovoked,26,M,Swimming,Y
1981,09,USA,Florida,Unprovoked,25,M,Surfing,N
1981,09,USA,Florida,Unprovoked,24,M,Surfing,N
1981,08,USA,Florida,Unprovoked,15,M,Surfing,N
1981,08,USA,Florida,Provoked,19,M,Spearfishing,N
1981,08,USA,Hawaii,Invalid,Unknown,M,Fishing,Y
1981,08,USA,Florida,Unprovoked,Unknown,M,Diving,N
1981,07,USA,Florida,Unprovoked,16,F,Swimming,N
1981,07,SOUTH AFRICA,Eastern Cape Province,Unprovoked,32,M,Surfing,N
1981,07,USA,Florida,Unprovoked,Unknown,M,Spearfishing,N
1981,06,USA,Hawaii,Invalid,Unknown,M,Unknown,Y
1981,05,SOUTH AFRICA,Eastern Cape Province,Unprovoked,27,M,Surfing,N
1981,05,USA,Florida,Unprovoked,32,M,Diving,N
1981,05,USA,Florida,Unprovoked,Unknown,M,Diving,N
1981,05,SOUTH AFRICA,Eastern Cape Province,Unprovoked,19,M,Surfing,N
1981,05,SOUTH AFRICA,Eastern Cape Province,Unprovoked,24,M,Surfing,N
1981,03,USA,Florida,Unprovoked,24,M,Surfing,N
1981,02,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,30,M,Swimming,N
1981,02,AUSTRALIA,Western Australia,Unprovoked,Unknown,Unknown,Unknown,UNKNOWN
1981,02,USA,Florida,Unprovoked,15,M,Surfing,N
1981,01,SOUTH AFRICA,KwaZulu-Natal,Invalid,23,M,Swimming,Y
1980,12,SOUTH AFRICA,Eastern Cape Province,Invalid,Unknown,Unknown,Unknown,Y
1980,11,AUSTRALIA,Western Australia,Unprovoked,Unknown,M,Swimming,N
1980,11,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,M,Swimming,Y
1980,10,USA,Oregon,Unprovoked,29,M,Surfing,N
1980,10,USA,California,Unprovoked,19,M,Surfing,N
1980,08,USA,North Carolina,Unprovoked,10,F,Wading,N
1980,07,USA,New Jersey,Unprovoked,15,M,Surfing,N
1980,07,USA,Delaware,Unprovoked,22,F,Standing,N
1980,07,USA,North Carolina,Unprovoked,Unknown,M,Surfing,N
1980,07,USA,Florida,Unprovoked,Unknown,M,Surfing,N
1980,06,USA,California,Provoked,44,F,Diving,N
1980,05,SOUTH AFRICA,Eastern Cape Province,Unprovoked,22,M,Surfing,N
1980,03,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,52,M,Diving,Y
1980,03,SOUTH AFRICA,Western Cape Province,Provoked,61,M,Fishing,N
1980,01,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,24,M,Surfing,N
1980,01,SOUTH AFRICA,KwaZulu-Natal,Provoked,29,M,Spearfishing,N
1980,01,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Unknown,M,Swimming,N
1980,01,SOUTH AFRICA,Eastern Cape Province,Unprovoked,25,M,Swimming,N
1979,12,SOUTH AFRICA,Eastern Cape Province,Unprovoked,18,M,Swimming,N
1979,11,USA,Oregon,Unprovoked,20,M,Surfing,N
1979,10,SOUTH AFRICA,Eastern Cape Province,Provoked,Unknown,M,Fishing,N
1979,09,AUSTRALIA,New South Wales,Unprovoked,18,M,Diving,N
1979,08,USA,Florida,Unprovoked,49,M,Kayaking,N
1979,05,USA,Florida,Invalid,36,M,Diving,Y
1979,05,SOUTH AFRICA,Western Cape Province,Provoked,25,M,Spearfishing,N
1979,05,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Unknown,M,Diving,Y
1979,05,NEW CALEDONIA,North Province,Unprovoked,Unknown,Unknown,Fishing,N
1979,05,NEW CALEDONIA,North Province,Unprovoked,Unknown,M,Unknown,Y
1979,04,USA,Florida,Unprovoked,24,M,Swimming,N
1979,04,USA,Florida,Unprovoked,8,M,Surfing,N
1979,03,USA,Florida,Unprovoked,27,M,Surfing,N
1979,03,SOUTH AFRICA,Western Cape Province,Boat,Unknown,Unknown,Unknown,N
1978,12,AUSTRALIA,Queensland,Unprovoked, ,M,Unknown,N
1978,12,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,23,M,Spearfishing,Y
1978,11,USA,Hawaii,Unprovoked,Unknown,M,Surfing,N
1978,11,USA,Florida,Unprovoked,17,M,Surfing,N
1978,10,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,M,Fishing,Y
1978,09,SOUTH AFRICA,Western Cape Province,Unprovoked,27,M,Spearfishing,N
1978,08,USA,California,Unprovoked,Unknown,M,Wading,N
1978,07,USA,California,Provoked,27,M,Fishing,N
1978,06,USA,Florida,Unprovoked,20,M,Surfing,N
1978,06,USA,Florida,Unprovoked,17,M,Surfing,N
1978,04,AUSTRALIA,Tasmania,Unprovoked,Unknown,M,Diving,N
1978,03,SOUTH AFRICA,Eastern Cape Province,Boat,Unknown,Unknown,Unknown,N
1978,02,SOUTH AFRICA,Western Cape Province,Unprovoked,Unknown,M,Diving,N
1978,01,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,17,M,Surfing,N
1978,01,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,M,Unknown,Y
1977,12,USA,Florida,Unprovoked,27,M,Surfing,N
1977,12,SOUTH AFRICA,Eastern Cape Province,Unprovoked,18,M,Surfing,N
1977,11,SOUTH AFRICA,Western Cape Province,Provoked,Unknown,M,Standing,N
1977,10,SOUTH AFRICA,Western Cape Province,Unprovoked,25,M,Spearfishing,N
1977,08,AUSTRALIA,South Australia,Unprovoked,17,M,Surfing,N
1977,08,SOUTH AFRICA,Western Cape Province,Boat,Unknown,M,Fishing,N
1977,08,USA,Florida,Invalid,17,M,Wading,N
1977,05,AUSTRALIA,Queensland,Invalid,Unknown,M,Unknown,N
1977,04,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Unknown,N
1977,04,USA,Hawaii,Unprovoked,Unknown,M,Swimming,N
1977,03,SOUTH AFRICA,Western Cape Province,Unprovoked,31,M,Swimming,N
1977,02,AUSTRALIA,Victoria,Invalid,Unknown,M,Unknown,Y
1977,01,MEXICO,Guerrero,Unprovoked,Unknown,M,Swimming,Y
1976,12,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Unknown,N
1976,11,AUSTRALIA,Queensland,Invalid,Unknown,Unknown,Unknown,Y
1976,11,USA,Florida,Unprovoked,19,M,Surfing,N
1976,11,SOUTH AFRICA,KwaZulu-Natal,Invalid,17,M,Swimming,N
1976,10,USA,California,Unprovoked,25,M,Surfing,N
1976,10,SOUTH AFRICA,Eastern Cape Province,Unprovoked,20,M,Surfing,N
1976,09,USA,Florida,Unprovoked,16,M,Swimming,Y
1976,09,USA,Florida,Unprovoked,Unknown,M,Swimming,Y
1976,09,USA,Florida,Unprovoked,15,M,Surfing,N
1976,08,USA,Oregon,Unprovoked,19,M,Surfing,N
1976,07,USA,Florida,Unprovoked,24,M,Spearfishing,N
1976,07,USA,Hawaii,Unprovoked,18,M,Diving,Y
1976,07,USA,Florida,Unprovoked,23,M,Spearfishing,N
1976,06,USA,Hawaii,Unprovoked,Unknown,M,Swimming,N
1976,04,USA,Texas,Invalid,Unknown,Unknown,Unknown,Y
1976,03,USA,Florida,Unprovoked,21 or 26,M,Standing,N
1976,03,SOUTH AFRICA,Western Cape Province,Boat,Unknown,Unknown,Fishing,N
1976,03,SOUTH AFRICA,Western Cape Province,Boat,Unknown,Unknown,Unknown,N
1976,03,SOUTH AFRICA,Western Cape Province,Boat,Unknown,Unknown,Unknown,N
1976,01,AUSTRALIA,Queensland,Unprovoked,Unknown,F,Unknown,N
1976,01,NEW ZEALAND,North Island,Unprovoked,Unknown,M,Spearfishing,Y
1975,11,AUSTRALIA,New South Wales,Unprovoked,20,M,Standing,N
1975,11,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,33,M,Standing,N
1975,11,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Unknown,N
1975,11,USA,Florida,Unprovoked,18,M,Surfing,N
1975,10,USA,New Jersey,Invalid,Unknown,M,Fishing,N
1975,10,AUSTRALIA,New South Wales,Unprovoked,20,M,Surfing,N
1975,10,USA,California,Invalid,Unknown,Unknown,Surfing,UNKNOWN
1975,08,SOUTH AFRICA,Eastern Cape Province,Unprovoked,19,M,Surfing,N
1975,07,USA,Florida,Unprovoked,24,M,Diving,N
1975,07,AUSTRALIA,Queensland,Unprovoked,21,M,Surfing,N
1975,07,USA,Florida,Unprovoked,14,F,Swimming,N
1975,07,AUSTRALIA,Western Australia,Provoked,29,M,Spearfishing,N
1975,07,USA,Florida,Unprovoked,16,M,Surfing,N
1975,06,USA,South Carolina,Unprovoked,18,M,Swimming,N
1975,06,USA,South Carolina,Unprovoked,15,F,Standing,N
1975,06,USA,Florida,Unprovoked,20,M,Surfing,N
1975,06,USA,Florida,Provoked,Unknown,M,Unknown,N
1975,05,USA,Florida,Unprovoked,17,M,Surfing,N
1975,04,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,M,Unknown,Y
1975,03,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,M,Swimming,Y
1975,03,AUSTRALIA,Queensland,Unprovoked,Unknown,F,Unknown,N
1975,02,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,16,M,Surfing,N
1975,02,SOUTH AFRICA,Western Cape Province,Boat,Unknown,Unknown,Unknown,N
1975,02,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Unknown,N
1975,02,SOUTH AFRICA,Western Cape Province,Provoked,12,M,Fishing,N
1975,01,AUSTRALIA,South Australia,Unprovoked,17,M,Surfing,Y
1974,12,AUSTRALIA,Western Australia,Unprovoked,32,Unknown,Unknown,N
1974,11,USA,Florida,Unprovoked,24,M,Standing,N
1974,09,USA,California,Unprovoked,17,M,Surfing,N
1974,09,USA,Oregon,Unprovoked,24,M,Surfing,N
1974,08,USA,California,Unprovoked,Unknown,M,Surfing,N
1974,07,USA,Georgia,Unprovoked,17,M,Swimming,Y
1974,06,USA,Florida,Unprovoked,61,F,Swimming,N
1974,04,SOUTH AFRICA,Western Cape Province,Unprovoked,22,M,Spearfishing,N
1974,04,SOUTH AFRICA,Eastern Cape Province,Unprovoked,19,M,Standing,N
1974,04,USA,Florida,Unprovoked,11,F,Swimming,N
1974,04,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,17,M,Surfing,N
1974,03,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,21,M,Surfing,N
1974,02,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,14,M,Swimming,N
1974,02,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,19,M,Swimming,N
1974,01,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,33,M,Swimming,N
1974,01,MOZAMBIQUE,Gaza,Unprovoked,Unknown,M,Swimming,Y
1974,01,MOZAMBIQUE,Gaza,Unprovoked,32,M,Swimming,Y
1973,12,MOZAMBIQUE,Gaza,Unprovoked,41,M,Spearfishing,N
1973,12,MOZAMBIQUE,Gaza,Unprovoked,20,M,Swimming,Y
1973,12,USA,Hawaii,Unprovoked,Unknown,M,Swimming,N
1973,11,AUSTRALIA,Western Australia,Unprovoked,Unknown,Unknown,Unknown,N
1973,11,USA,Florida,Unprovoked,13,M,Surfing,N
1973,11,AUSTRALIA,Queensland,Unprovoked,Unknown,Unknown,Unknown,N
1973,09,EGYPT,Red Sea,Unprovoked,Unknown,M,Unknown,N
1973,08,AUSTRALIA,Queensland,Unprovoked,21,Unknown,Unknown,UNKNOWN
1973,08,AUSTRALIA,Queensland,Unprovoked,16,M,Surfing,N
1973,04,MEXICO,Guerrero,Unprovoked,45,M,Wading,Y
1973,03,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Unknown,N
1973,03,MOZAMBIQUE,Gaza,Unprovoked,28,M,Spearfishing,Y
1973,03,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,26,M,Spearfishing,N
1973,02,MEXICO,Guerrero,Unprovoked,57,Unknown,Swimming,Y
1973,01,USA,Hawaii,Unprovoked,Unknown,M,Surfing,N
1972,12,SOUTH AFRICA,Western Cape Province,Unprovoked,29,M,Treading water,N
1972,12,MOZAMBIQUE,Gaza,Unprovoked,25,M,Swimming,N
1972,12,MEXICO,Guerrero,Unprovoked,17,M,Surfing,Y
1972,12,SOUTH AFRICA,Western Cape Province,Unprovoked,Unknown,M,Swimming,N
1972,12,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Unknown,N
1972,12,AUSTRALIA,New South Wales,Provoked,24,Unknown,Unknown,N
1972,10,AUSTRALIA,Queensland,Unprovoked,24,M,Spearfishing,N
1972,10,AUSTRALIA,New South Wales,Unprovoked,19,M,Surfing,N
1972,10,USA,Florida,Unprovoked,17,M,Surfing,N
1972,10,NEW ZEALAND,North Island,Unprovoked,17,M,Swimming,N
1972,09,USA,California,Unprovoked,Unknown,M,Surfing,N
1972,09,MOZAMBIQUE,Maputo Province,Invalid,20,F,Swimming,N
1972,08,USA,Florida,Unprovoked,15,M,Surfing,N
1972,08,USA,Hawaii,Unprovoked,Unknown,M,Spearfishing,N
1972,07,USA,California,Invalid,Unknown,Unknown,Diving,N
1972,06,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Unknown,Y
1972,06,AUSTRALIA,Queensland,Unprovoked,Unknown,M,Unknown,Y
1972,06,USA,Florida,Unprovoked,22,M,Surfing,N
1972,04,AUSTRALIA,Queensland,Unprovoked,Unknown,F,Unknown,N
1972,04,MOZAMBIQUE,Gaza,Unprovoked,19,M,Swimming,Y
1972,03,USA,Hawaii,Unprovoked,Unknown,M,Spearfishing,N
1972,02,AUSTRALIA,Victoria,Unprovoked,18,M,Surfing,N
1972,02,AUSTRALIA,Tasmania,Unprovoked,Unknown,Unknown,Unknown,N
1972,01,SOUTH AFRICA,Eastern Cape Province,Unprovoked,20,M,Swimming,Y
1972,01,MOZAMBIQUE,Gaza,Unprovoked,24,M,Standing,N
1971,12,AUSTRALIA,New South Wales,Unprovoked,22,Unknown,Unknown,N
1971,12,SOUTH AFRICA,Western Cape Province,Unprovoked,16,F,Swimming,N
1971,12,AUSTRALIA,Queensland,Unprovoked,20,M,Unknown,Y
1971,11,AUSTRALIA,New South Wales,Provoked,20,Unknown,Unknown,N
1971,10,USA,Florida,Unprovoked,18,M,Surfing,N
1971,10,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,25,M,Swimming,N
1971,10,USA,California,Unprovoked,30,M,Diving,N
1971,09,USA,North Carolina,Unprovoked,17,Unknown,Surfing,N
1971,09,AUSTRALIA,South Australia,Unprovoked,51,M,Fishing,Y
1971,07,USA,Florida,Unprovoked,8,M,Wading,N
1971,06,SOUTH AFRICA,Western Cape Province,Unprovoked,21,M,Surfing,N
1971,04,SOUTH AFRICA,Western Cape Province,Unprovoked,>50,M,Swimming,Y
1971,04,MEXICO,Guerrero,Unprovoked,19,M,Surfing,Y
1971,03,NEW ZEALAND,South Island,Unprovoked,16,M,Surfing,N
1971,01,AUSTRALIA,Tasmania,Unprovoked,Unknown,M,Swimming,N
1970,10,USA,Hawaii,Unprovoked,Unknown,M,Surfing,N
1970,10,USA,Florida,Unprovoked,Unknown,M,Surfing,N
1970,09,AUSTRALIA,New South Wales,Provoked,20,M,Unknown,N
1970,09,USA,South Carolina,Unprovoked,Unknown,M,Swimming,N
1970,09,USA,Florida,Unprovoked,Unknown,M,Diving,N
1970,06,USA,Florida,Provoked,13,M,Fishing,N
1970,03,USA,Hawaii,Invalid,Unknown,M,Surfing,Y
1970,03,USA,Florida,Unprovoked,19,M,Wading,N
1970,01,MOZAMBIQUE,Limpopo River,Unprovoked,14,M,Swimming,N
1970,01,MOZAMBIQUE,Limpopo River,Unprovoked,16,M,Swimming,N
1970,01,MOZAMBIQUE,Limpopo River,Unprovoked,12,M,Swimming,N
1970,01,MOZAMBIQUE,Limpopo River,Unprovoked,10,M,Swimming,N
1970,01,MEXICO,Guerrero,Unprovoked,22,M,Swimming,N
1969,11,AUSTRALIA,Western Australia,Unprovoked,15,M,Swimming,N
1969,11,AUSTRALIA,New South Wales,Provoked,27,M,Unknown,N
1969,10,USA,Hawaii,Unprovoked,Unknown,M,Diving,N
1969,08,USA,Massachusetts,Provoked,28,M,Fishing,N
1969,08,USA,Florida,Unprovoked,15,M,Surfing,N
1969,08,USA,Florida,Unprovoked,13,M,Surfing,N
1969,07,USA,Florida,Provoked,13,M,Unknown,N
1969,06,USA,Florida,Unprovoked,22,M,Wading,UNKNOWN
1969,06,USA,Florida,Unprovoked,8,M,Wading,N
1969,05,USA,Florida,Provoked,23,M,Diving,N
1969,05,AUSTRALIA,Queensland,Unprovoked,Unknown,Unknown,Unknown,N
1969,04,USA,Florida,Provoked,adult,M,Fishing,N
1969,03,AUSTRALIA,New South Wales,Provoked,65,M,Unknown,N
1969,03,USA,Hawaii,Unprovoked,16,M,Surfing,N
1969,02,AUSTRALIA,Tasmania,Provoked,49,M,Fishing,N
1969,01,AUSTRALIA,Victoria,Unprovoked,Unknown,M,Unknown,N
1968,12,NEW ZEALAND,South Island,Unprovoked,17,M,Surfing,N
1968,12,AUSTRALIA,South Australia,Unprovoked,Unknown,M,Unknown,N
1968,12,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,28,M,Spearfishing,N
1968,12,SOUTH AFRICA,KwaZulu-Natal,Invalid,30,M,Unknown,N
1968,11,SOUTH AFRICA,KwaZulu-Natal,Boat,22,M,Fishing,N
1968,11,AUSTRALIA,Western Australia,Provoked,16,M,Unknown,N
1968,09,USA,Florida,Invalid,Unknown,Unknown,Surfing,UNKNOWN
1968,09,NEW ZEALAND,South Island,Unprovoked,24,M,Spearfishing,Y
1968,08,USA,Florida,Unprovoked,15,M,Standing,N
1968,07,USA,California,Unprovoked,25,M,Diving,N
1968,07,USA,Florida,Unprovoked,33,M,Wading,N
1968,07,MEXICO,California,Invalid,43,M,Unknown,N
1968,05,PAPUA NEW GUINEA,New Ireland Province,Unprovoked,17,M,Standing,N
1968,04,USA,Florida,Invalid,63,M,Wading,N
1968,04,USA,Florida,Unprovoked,10,M,Unknown,N
1968,04,AUSTRALIA,New South Wales,Provoked,47,M,Unknown,N
1968,03,USA,Florida,Unprovoked,20,M,Surfing,N
1968,03,USA,Florida,Invalid,28,M,Treading water,N
1968,02,USA,Florida,Unprovoked,17,M,Surfing,N
1968,02,AUSTRALIA,Western Australia,Unprovoked,14,F,Swimming,N
1968,02,AUSTRALIA,South Australia,Unprovoked,26,M,Spearfishing,N
1968,02,AUSTRALIA,New South Wales,Unprovoked,Unknown,Unknown,Unknown,N
1967,12,SOUTH AFRICA,Western Cape Province,Unprovoked,22,M,Surfing,N
1967,12,PAPUA NEW GUINEA,Central Province,Invalid,32,M,Spearfishing,N
1967,12,AUSTRALIA,Victoria,Unprovoked,59,M,Swimming,Y
1967,11,AUSTRALIA,Queensland,Unprovoked,18,M,Unknown,N
1967,11,SOUTH AFRICA,KwaZulu-Natal,Invalid,Unknown,F,Unknown,Y
1967,10,MEXICO,Veracruz,Unprovoked,Unknown,Unknown,Swimming,Y
1967,09,PAPUA NEW GUINEA,New Ireland Province,Provoked,Unknown,Unknown,Diving,UNKNOWN
1967,09,USA,Florida,Unprovoked,Unknown,Unknown,Spearfishing,N
1967,09,PAPUA NEW GUINEA,New Ireland Province,Unprovoked,Unknown,M,Spearfishing,Y
1967,09,PAPUA NEW GUINEA,New Ireland Province,Unprovoked,23,M,Spearfishing,Y
1967,08,USA,Florida,Unprovoked,15,M,Spearfishing,N
1967,07,USA,Florida,Unprovoked,20,M,Snorkeling,N
1967,07,USA,South Carolina,Invalid,18,M,Surfing,N
