Month,Year,Type,Country,Area,Location,Activity,Sex,Age,Age range,Injury,Fatal,Time,Time of day,Species,Case Number,Date
9,2015,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",Stand-up paddleboarding,F,50,45-54,"No injury, shark struck board, tossing her into the sea",N,17h30,1. Afternoon,"White Shark, 11' To 12'",2015.09.06,06-Sep-15
9,2015,Provoked,USA,California,"Deer Creek Beach, Ventura County",Kayak fishing,M,29,25-34,Laceration to dorsum of foot by hooked shark  provoked incident,N,14h40,1. Afternoon,Hammerhead Shark.,2015.09.05,05-Sep-15
9,2015,Unprovoked,AUSTRALIA,New South Wales,Hallidays Point,Surf-skiing,M,62,55-64,Inuries to lower left leg & ankle,N,11h30,0. Morning,"White Shark, 2.5 M",2015.09.04,04-Sep-15
9,2015,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Unknown,M,0,Unknown,Right foot bitten,N,16h00,1. Afternoon,4' Shark?,2015.09.03,03-Sep-15
9,2015,Unprovoked,FIJI,Unknown,Unknown,Spearfishing,M,0,Unknown,Leg bitten,N,Unknown,Unknown,Tiger Shark,2015.09.00,Sep-15
8,2015,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,F,54,45-54,"No injury, surfboard bitten",N,10h25,0. Morning,"White Shark, 11' To 12'",2015.08.29.b,29-Aug-15
8,2015,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",Surfing,M,21,18-24,"No injury, shark struk sufer's leg and his board",N,10h00,0. Morning,"White Shark, 10' To 12'",2015.08.29.a,29-Aug-15
8,2015,Invalid,USA,Florida,"Cocoa Beach, Brevard  County",Unknown,M,0,Unknown,Wound to right lower leg,N,19h45,2. Evening,Shark Involvement Not Confirmed,2015.08.22.b,22-Aug-15
8,2015,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,M,38,35-44,Severe laceration to left buttock & thigh,N,17h10,1. Afternoon,Unknown,2015.08.22.a,22-Aug-15
8,2015,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,M,15,12-17,"Injuries to left calf, arm and hand",N,12h30,1. Afternoon,4' Shark,2015.08.20,20-Aug-15
8,2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Walking,F,10,1-12,Lacerations to right leg,N,15h30,1. Afternoon,3' Shark,2015.08.19,19-Aug-15
8,2015,Unprovoked,USA,California,Santa Barbara County,Kayak fishing,M,22,18-24,"No injury, kayak bitten",N,07h30,0. Morning,"White Shark, 13'",2015.08.18.b,18-Aug-15
8,2015,Invalid,SPAIN,Alicante,"Poniente Beach, Benidorm",Swimming,M,10,1-12,Minor injury when he attempted to touch a fish.,N,11h00,0. Morning,Shark Involvement Not Confirmed,2015.08.18.a,18-Aug-15
8,2015,Provoked,USA,California,Cortes Bank,Spearfishing,M,57,55-64,Right hand bitten  provoked incident,N,08h00,0. Morning,Hammerhead Shark. 6' To 7',2015.08.10,10-Aug-15
7,2015,Unprovoked,AUSTRALIA,New South Wales,Evans Head,Surfing,M,52,45-54,"Lacerations and puncture wounds to hip, thigh, arm and hand",N,06h00,3. Night,White Shark,2015.07.31,31-Jul-15
7,2015,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,25,25-34,Minor injury to sole of foot,N,19h00,2. Evening,"Blacktip Or Spinner Shark, 4'",2015.07.26.b,26-Jul-15
7,2015,Invalid,USA,South Carolina,"Edisto Beach, Colleton County",Floating,F,35,35-44,"2' cut to dorsum of foot, 2 puncture wounds to sole",N,10h10,0. Morning,"Thought To Involve A 3' To 4' Shark, But Shark Involvement Not Confirmed",2015.07.26.a,26-Jul-15
7,2015,Unprovoked,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Scallop diving on hookah,M,46,45-54,Fatal,Y,10h00,0. Morning,White Shark,2015.07.25,25-Jul-15
7,2015,Provoked,USA,California,"La Jolla, San Diego County",Kayak fishing,M,31,25-34,No injury to occupant. kayak bitten by gaffed shark. provoked incident,N,Unknown,Unknown,"Mako Shark, 100-Lb",2015.07.23.b,23-Jul-15
7,2015,Unprovoked,REUNION,Unknown,St. Leu,Surfing,M,45,45-54,Arm bitten,N,Unknown,Unknown,"Bull Shark, 2M",2015.07.22,22-Jul-15
7,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey'S Bay,Surfing,M,34,25-34,No injury,N,Unknown,Unknown,White Shark,2015.07.19,19-Jul-15
7,2015,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,38,35-44,"No injury, shark bumped & damaged board",N,08h45,0. Morning,"White Shark, 7'",2015.07-10,10-Jul-15
7,2015,Invalid,USA,California,"Huntington Beach, Orange County",Treading water,M,39,35-44,Laceration to back,N,Unknown,Unknown,Shark Involvement Not Cofirmed,2015.07.08,08-Jul-15
7,2015,Invalid,FRENCH POLYNESIA,Bora Bora,Unknown,Swimming,M,0,Unknown,Parallel lacerations to torso inconsistent with shark bite,N,Unknown,Unknown,No Shark Involvement,2015.07.06,06-Jul-15
7,2015,Unprovoked,BAHAMAS,Grand Bahama Island,"Port Lucaya, Freeport",Spearfishing,F,23,18-24,Lacerations to lower leg & ankle,N,Unknown,Unknown,6' Shark,2015.07.04.b,04-Jul-15
7,2015,Unprovoked,USA,North Carolina,"Off Surf City, Pender County",Unknown,M,32,25-34,Lacerations to right hand & forearm,N,20h00,2. Evening,Unknown,2015.07.04.a,04-Jul-15
7,2015,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,52,45-54,"No injury, shark bit surfboard",N,09h00,0. Morning,White Shark,2015.07.03,03-Jul-15
7,2015,Unprovoked,AUSTRALIA,New South Wales,East Ballina,Body boarding,M,32,25-34,Significant injuries to lower legs,N,09h00,0. Morning,White Shark,2015.07.02,02-Jul-15
7,2015,Unprovoked,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",Swimming,M,68,65-74,"Injuries to torso, hip, lower leg & hands",N,12h10,1. Afternoon,6' To 7' Shark,2015.07.01,01-Jul-15
6,2015,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock, Yamba",Surfing,M,0,Unknown,Hand bitten,N,Unknown,Unknown,Unknown,2015.06.30.b,30-Jun-15
6,2015,Unprovoked,USA,South Carolina,"Isle Of Palms County Park, Isle Of Palms, Charleston County",Playing in the water,M,12,12-17,Shallow lacerations & puncture to lateral left leg,N,18h05,2. Evening,4' To 5' Shark,2015.06.30.a,30-Jun-15
6,2015,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Swimming,M,18,18-24,"Injuries to right calf, buttock and both hands",N,16h00,1. Afternoon,Bull Shark,2015.06.27.b,27-Jun-15
6,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay Near Knysna,Body boarding,M,19,18-24,"Right leg severed, multiple lacerations to left leg",N,14h40,1. Afternoon,White Shark,2015.06.27.a,27-Jun-15
6,2015,Invalid,USA,Florida,"Jacksonville Beach, Duval County",Swimming,F,0,Unknown,Minor lacerations to leg,N,19h30,2. Evening,Shark Involvement Not Confirmed,2015.06.26.c,26-Jun-15
6,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,"Lookout Beach, Plettenberg Bay",Surfing,M,23,18-24,Multiple lacerations to torso & leg,N,16h00,1. Afternoon,"White Shark, 2M To 3 M",2015.06.26.b,26-Jun-15
6,2015,Unprovoked,USA,South Carolina,"South Beach, Hunting Island State Park, Beaufort County",Standing,M,43,35-44,Puncture wounds to foot,N,11h00,0. Morning,4' Shark,2015.06.26.a,26-Jun-15
6,2015,Provoked,AUSTRALIA,Western Australia,Rottnest Island,Swimming,M,19,18-24,Minor lacerations to forearm when he grabbed shark by its tail     provoked incident,N,Unknown,Unknown,Wobbegong Shark,2015.06.25.R,Reported 25-Jun-2015
6,2015,Unprovoked,USA,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Body surfing?,M,47,45-54,Multiple lacerations to back,N,11h41,0. Morning,Unknown,2015.06.25,25-Jun-15
6,2015,Unprovoked,USA,North Carolina,Surf City,Swimming,M,6,1-12,Minor injury to foot,N,12h25,1. Afternoon,Sandtiger Shark,2015.06.24.b,24-Jun-15
6,2015,Invalid,AUSTRALIA,Western Australia,Denmark,Surfing,F,37,35-44,"Bruises and abrasions to face, chin, chest, both shins & feet and cut to right hand when her surfboard was struck with force",N,09h30,0. Morning,White Shark,2015.06.24.a,24-Jun-15
6,2015,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",Standing,M,9,1-12,Minor injury to calf,N,Unknown,Unknown,Small Shark,2015.06.23,23-Jun-15
6,2015,Unprovoked,USA,Florida,Daytona Beach Shores,Swimming,M,10,1-12,Minor injury to calf,N,13h00,1. Afternoon,Unknown,2015.06.17,17-Jun-15
6,2015,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,M,16,12-17,Arm amputated below shoulder,N,17h51,1. Afternoon,Bull Shark,2015.06.14.b,14-Jun-15
6,2015,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,F,12,12-17,Left arm amputated at elbow & severe injury to leg,N,16h12,1. Afternoon,Bull Shark,2015.06.14.a,14-Jun-15
6,2015,Unprovoked,USA,California,Off San Diego,Unknown,F,0,Unknown,Severe laceration to leg,N,Unknown,Unknown,Mako Shark,2015.06.13,13-Jun-15
6,2015,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",Boogie boarding,F,13,12-17,Minor lacerations to foot,N,12h45,1. Afternoon,4' Shark,2015.06.11,11-Jun-15
6,2015,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Playing,M,11,1-12,Lacerations to right calf,N,10h50,0. Morning,"Bull Shark, 5'",2015.06.07,07-Jun-15
6,2015,Unprovoked,USA,Florida,Fort Lauderdale,Attempting to rescue a shark,F,17,12-17,Puncture wound to finger,N,Unknown,Unknown,Small Nurse Shark,2015.06.05,05-Jun-15
6,2015,Unprovoked,REUNION,Le Port,Folette,Surfing,M,47,45-54,Left forearm bitten,N,15h00,1. Afternoon,"Bull Shark, 2.5 M",2015.06.01,01-Jun-15
5,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Standing,F,14,12-17,Left foot bitten,N,15h00,1. Afternoon,Unknown,2015.05.29.b,29-May-15
5,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,F,19,18-24,Minor lacerations to dorsum of right foot,N,13h45,1. Afternoon,Unknown,2015.05.29.a,29-May-15
5,2015,Unprovoked,FRENCH POLYNESIA,Rangiroa,Avatoru Pass,Spearfishing,M,19,18-24,Lacerations to right forearm,N,08h00,0. Morning,1M To 1.2 M Shark,2015.05.25,25-May-15
5,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,13,12-17,"Puncture wounds to lower left leg and ankle, shallow lacerations to foot, deep laceration to achilles tendon",N,Unknown,Unknown,Unknown,2015.05.24,24-May-15
5,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,18-24,2 puncture wounds to  dorsum of left foot,N,10h30,0. Morning,5' Shark,2015.05.20,20-May-15
5,2015,Unprovoked,USA,South Carolina,Sullivan'S Island,Unknown,M,30,25-34,Laceration to foot,N,14h15,1. Afternoon,6' Shark,2015.05.15,15-May-15
5,2015,Unprovoked,NEW CALEDONIA,Unknown,Kouare,Snorkeling,M,50,45-54,Fatal,Y,Unknown,Unknown,"Bull Shark, 3.5 M",2015.05.09,09-May-15
5,2015,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M,0,Unknown,"Lacerations to lower left leg, ankle & foot",N,15h00,1. Afternoon,Unknown,2015.05.07,07-May-15
5,2015,Unprovoked,AUSTRALIA,New South Wales,Saltwater Beach,Surfing,M,0,Unknown,Injuries to left arm & right hand,N,15h00,1. Afternoon,White Shark,2015.05.03,03-May-15
5,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John'S,Diving,M,29,25-34,"Injuries to leg, left arm & both hands",N,13h00,1. Afternoon,"White Shark, 3.5 M",2015.05.02,02-May-15
4,2015,Unprovoked,USA,Hawaii,Kanahena Cove,Snorkeling,F,65,65-74,Fatal,Y,09h00,0. Morning,Unknown,2015.04.29,29-Apr-15
4,2015,Unprovoked,USA,Florida,"Resident'S Beach, Marco Island",Wading,M,63,55-64,Lacerations to left calf,N,16h30,1. Afternoon,3- To 4-Foot Shark,2015.04.26,26-Apr-15
4,2015,Unprovoked,AUSTRALIA,South Australia,Fishery Bay,Surfing,M,26,25-34,Leg severed at mid-thigh,N,09h45,0. Morning,"White Shark, 6 M",2015.04.25,25-Apr-15
4,2015,Unprovoked,AUSTRALIA,New South Wales,"Belongil Beach, Byron Bay",Surf skiing,M,71,65-74,"No injury, knocked off ski",N,11h00,0. Morning,"White Shark, 3 M",2015.04.24.c,24-Jun-15
4,2015,Unprovoked,USA,Florida,"Florida Keys, Monroe County",Photographing the shark,M,48,45-54,Lacerations to shoulder and left bicep,N,Unknown,Unknown,"Blue Shark, 8 To 9 Feet",2015.04.13,13-Apr-15
4,2015,Unprovoked,AUSTRALIA,New South Wales,Mckenzies Beach,Paddle boarding,M,0,Unknown,Ankle injured,N,07h30,0. Morning,Unknown,2015.04.11,11-Apr-15
4,2015,Unprovoked,REUNION,Saint-Gilles-Les-Bains,Cap Homard,Surfing,M,13,12-17,Fatal,Y,09h00,0. Morning,Bull Shark,2015.04.12,12-Apr-15
3,2015,Invalid,BRAZIL,Pernambuco,"Praia Del Chifre, Olinda",Surfing,M,23,18-24,Injury to left thigh from unidentified species of fish; injuries inconsistent with shark bite,N,11h00,0. Morning,No Shark Involvement,2015.03.31,31-Mar-15
4,2015,Unprovoked,USA,Florida,"3 Miles Off Jupiter, Palm Beach County",Spearfishing,M,70,65-74,Injuries to head & torso,N,14h00,1. Afternoon,Bull Shark,2015.04.03,03-Apr-15
3,2015,Invalid,ITALY,Sardinia,Unknown,Diving,M,43,35-44,"Fatal, but shark involvement prior to death unconfirmed",Y,Unknown,Unknown,Shark Involvement Not Cofirmed,2015.03.29,29-Mar-15
3,2015,Boat,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Kayak fishing,M,36,35-44,No injury but kayak bitten,N,Unknown,Unknown,"White Shark, 4 M",2015.03.26,26-Mar-15
3,2015,Unprovoked,EGYPT,Unknown,Marsa Alam,Swimming,M,52,45-54,Fatal,Y,Unknown,Unknown,Mako Shark,2015.03.21,21-Mar-15
3,2015,Unprovoked,USA,Hawaii,Hapuna Beach,Standing / snorkeling,M,58,55-64,Lacerations to left forearm. lacerations to left hand and thigh,N,11h45,0. Morning,"Tiger Shark, 8 To 12 Feet",2015.03.18,18-Mar-15
3,2015,Unprovoked,FRENCH POLYNESIA,Bora Bora,Anau,Hand feeding sharks,M,9,1-12,Hand bitten,N,10h00,0. Morning,Blacktip Shark,2015.03.16,16-Mar-15
3,2015,Boat,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Fishing,M,0,Unknown,Bruised in falling overboard as shark bumped boat,N,10h00,0. Morning,Unknown,2015.03.11,11-Mar-15
3,2015,Provoked,MEXICO,Sinaloa,Mazlatan,Fishing,M,36,35-44,Right hand bitten by hooked shark provoked incident,N,10h20,0. Morning,Unknown,2015.03.10,10-Mar-15
2,2015,Boat,ATLANTIC OCEAN,Unknown,Unknown,Transatlantic rowing,Unknown,0,Unknown,"No injury, shark bit rudder",N,Unknown,Unknown,White Shark,2015.02.15,15-Feb-15
2,2015,Unprovoked,REUNION,D��Tang-Sal�,Ravine Mula,Swimming,F,22,18-24,Fatal,Y,18h30,2. Evening,"Tiger Shark, 3.5 M",2015.02.14,14-Feb-15
2,2015,Unprovoked,AUSTRALIA,New South Wales,Shelly Beach,Surfing,M,41,35-44,Fatal,Y,10h00,0. Morning,3.5 To 4 M Shark,2015.02.09,09-Feb-15
2,2015,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Byron Bay",Surfing,M,35,35-44,Laceration & puncture wounds to right flank & hip,N,06h45,3. Night,2 M To  3 M Shark,2015.02.08,08-Feb-15
2,2015,Unprovoked,AUSTRALIA,New South Wales,Mereweather Beach,Bodysurfing,M,0,Unknown,5 minor puncture wounds to lower left leg,N,Unknown,Unknown,1.8 M Shark,2015.02.05,05-Feb-15
1,2015,Boat,AUSTRALIA,Queensland,"Nerang River, Surfer'S  Paradise",Rowing,M,57,55-64,"No injury, shark's teeth scratched hull",N,05h00,3. Night,"Bull Shark, 1.3 M",2015.01.30,30-Jan-15
1,2015,Provoked,USA,Hawaii,Lahaina,Shark fishing,M,20,18-24,Lacerations to calf by hooked shark provoked incident,N,03h30,3. Night,4' Shark,2015.01.27,27-Jan-15
1,2015,Unprovoked,AUSTRALIA,New South Wales,Flat Rock,Surfing,M,0,Unknown,"No injury, surfboard dented",N,Unknown,Unknown,Unknown,2015.01.24,24-Jan-15
1,2015,Boat,USA,Florida,Off Panama City,Fishing,M,0,Unknown,No injury but shark bit trolling motor & rammed boat,N,Unknown,Unknown,White Shark,2015.01.19.b,19-Jan-15
1,2015,Invalid,AUSTRALIA,New South Wales,"Wategos Beach, Byon Bay",Surfing & filming dolphins,F,0,Unknown,Board snapped in two,N,Unknown,Unknown,Shark Involvement Not Confirmed,2015.01.19.a,19-Jan-15
1,2015,Boat,AUSTRALIA,New South Wales,Off Blacksmith Beach,Fishing,M,0,Unknown,"Shark bumped boat, no injury to occupants",N,13h45,1. Afternoon,5 M Shark,2015.01.17,17-Jan-15
1,2015,Unprovoked,AUSTRALIA,New South Wales,"Mollymook Beach, Bannister Head",Filming,M,17,12-17,Bitten on hand & wrist,N,Unknown,Unknown,1.5 M Shark,2015.01.16,16-Jan-15
1,2015,Invalid,USA,Florida,Unknown,Swimming after falling overboard,M,38,35-44,"During his 16-hour swim to shore, he was circled by a shark but it did not injure him",N,00h00,3. Night,No Shark Involvement,2015.01.08,08-Jan-15
1,2015,Unprovoked,BAHAMAS,Abaco Islands,"Tahiti Beach, Elbow Cay",Snorkeling,F,34,25-34,Severe bite to right flank,N,16h00,1. Afternoon,White Shark Or Oceanic Whitetip Shark,2015.01.06,06-Jan-15
1,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Chintsa East Beach,Surfing,M,15,12-17,"Lacerations to lower left leg, puncture wounds to sole of left foot",N,08h00,0. Morning,"Raggedtooth Shark, 1.3 M",2015.01.03,03-Jan-15
1,2015,Unprovoked,USA,Florida,"Windsor Beach, Indian River County",Unknown,M,12,12-17,Leg bitten,N,14h00,1. Afternoon,"""A Small Shark""",2015.01.01,01-Jan-15
12,2014,Unprovoked,AUSTRALIA,New South Wales,Bherwerre Beach,Surfing,Unknown,0,Unknown,Lacerations to both feet,N,10h00,0. Morning,2 M Shark,2014.12.29.b,29-Dec-14
12,2014,Unprovoked,AUSTRALIA,Western Australia,Three Stripes Near Cheynes Beach,Spearfishing,M,17,12-17,Fatal,Y,10h00,0. Morning,"White Shark, 4 To 5 M",2014.12.29.a,29-Dec-14
12,2014,Sea Disaster,GREECE,Unknown,33 Nautical Miles Off Othonoi Island,Unknown,Unknown,0,Unknown,"Of 9 bodies recovered, one was bitten by a shark",N,Unknown,Unknown,Shark Involvement Prior To Death Still To Be Determined,2014.12.28.d,28-Dec-14
12,2014,Invalid,SOUTH AFRICA,Kwazulu-Natal,Durban,Swimming,Unknown,0,Unknown,Minor cuts on feet,N,10h00,0. Morning,Shark Involvement Not Confirmed & Highly Unlikely,2014.12.28.c,28-Dec-14
12,2014,Unprovoked,USA,California,"Monta�A De Oro State Park, San Luis Obispo County",Surfing,M,50,45-54,Injury to hip/leg,N,11h30,0. Morning,"White Shark, 8' To 10'",2014.12.28.b,28-Dec-14
12,2014,Unprovoked,JAPAN,Unknown,Unknown,Diving / filming,M,0,Unknown,"No injury, shark snagged its teeth in diver's suit",N,Unknown,Unknown,Goblin Shark,2014.12.23.R,Reported 23-Dec-2014
12,2014,Unprovoked,AUSTRALIA,Queensland,Rudder Reef,Spearfishing,M,17,12-17,Fatal,Y,11h30,0. Morning,Unknown,2014.12.15,15-Dec-14
12,2014,Provoked,SPAIN,Granada,Off Motril,Fishing for blue sharks,M,0,Unknown,Glancing bite to wrist from netted shark provoked incident,N,07h00,0. Morning,Unknown,2014.12.03.R,Reported 03-Dec-2014
11,2014,Unprovoked,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Surfing,M,13,12-17,Minor injuries to right leg,N,06h00,3. Night,Unknown,2014.11.29,29-Nov-14
11,2014,Boat,AUSTRALIA,Western Australia,Freo,Fishing,M,0,Unknown,"Shark chasing fish bumped boat, no injury to occupants",N,Unknown,Unknown,White Shark,2014.11.19,19-Nov-14
11,2014,Unprovoked,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,M,44,35-44,Laceration to left hand,N,13h00,1. Afternoon,2' Shark,2014.11.16,16-Nov-14
11,2014,Boat,USA,California,"Franklin Point, San Mateo County",Unknown,Unknown,0,Unknown,"Shark bumped boat, no injury to occupants",N,Unknown,Unknown,White Shark,2014.11.17,Reported 17-Nov-2014
11,2014,Unprovoked,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,M,53,45-54,Laceration to left upper leg,N,13h30,1. Afternoon,1.5 M Shark,2014.11.13,13-Nov-14
11,2014,Unprovoked,AUSTRALIA,New South Wales,Moonee Beach,Surfing,M,0,Unknown,Minor injury to lower leg and foot,N,06h30,3. Night,Unknown,2014.11.10,10-Nov-14
11,2014,Unprovoked,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,18,18-24,Minor injuries to hand & arm,N,16h30,1. Afternoon,Unknown,2014.11.08,08-Nov-14
10,2014,Unprovoked,USA,Hawaii,"North Kohala, Hawaii County",Surfing,F,34,25-34,Lacerations to fingers,N,11h00,0. Morning,"Tiger Shark, 12'",2014.10.31,31-Oct-14
10,2014,Provoked,AUSTRALIA,New South Wales,Wallabi Point,Surfing,M,20,18-24,Laceration to dorsum of left foot when he stepped on the shark     provoked incident,N,18h00,2. Evening,Unknown,2014.10.30,29-Oct-14
10,2014,Unprovoked,USA,Hawaii,"Kihei, Maui",Stand-up paddleboarding,F,0,Unknown,"No injury, paddleboard bitten",N,10h00,0. Morning,Tiger Shark,2014.10.22,22-Oct-14
10,2014,Unprovoked,USA,Hawaii,"Kahului, Maui",Stand-up paddleboarding,M,0,Unknown,"No injury, paddleboard bitten",N,08h00,0. Morning,Unknown,2014.10.20,20-Oct-14
10,2014,Boat,USA,California,"Leadbetter Beach, Santa Barbara County",Canoeing,F,0,Unknown,"No injury to occupant, canoe bitten",N,Unknown,Unknown,Unknown,2014.10.19,19-Oct-14
10,2014,Unprovoked,USA,Hawaii,"Maalaea, South Maui",Surfing,M,0,Unknown,"No injury, surfboard bitten",N,11h15,0. Morning,12' To 14' Shark,2014.10.18,18-Oct-14
10,2014,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing,F,13,12-17,"Lacerations to left calf & ankle, puncture wounds to left foot",N,06h30,3. Night,1 M Shark,2014.10.17,17-Oct-14
10,2014,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Standing in inner tube,F,7,1-12,Lacerations to left foot,N,Unknown,Unknown,"Bull Shark, 3' To 4'",2014.10.14,14-Oct-14
10,2014,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Body surfing or boogie boarding,F,0,Unknown,Laceration to right hand/wrist,N,15h30,1. Afternoon,Unknown,2014.10.12,12-Oct-14
10,2014,Unprovoked,USA,Florida,"Cherie Down Park, Brevard County",Fishing,F,40,35-44,Thigh bitten,N,14h00,1. Afternoon,Unknown,2014.10.07,07-Oct-14
10,2014,Boat,AUSTRALIA,Western Australia,"Castle Rock, North Of Dunsborough",Kayaking,M,0,Unknown,"Kayak deflated, no injury to occupants",N,17h20,1. Afternoon,Unknown,2014.10.11,11-Oct-14
10,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,29,25-34,Foot bitten,N,11h30,0. Morning,Blacktip Shark,2014.10.05.b,05-Oct-14
10,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,12-17,Foot bitten,N,11h00,0. Morning,Blacktip Shark,2014.10.05.a,05-Oct-14
10,2014,Boat,USA,California,Santa Barbara County,Kayaking,M,0,Unknown,"No injury to occupant, shark/s holded  kayak",N,14h00,1. Afternoon,"White Shark, 18' To 20'",2014.10.03.b,03-Oct-14
10,2014,Boat,USA,California,Santa Barbara County,Kayaking,M,0,Unknown,"No injury to occupant, shark/s holded  kayak",N,11h30,0. Morning,White Shark,2014.10.03.a,03-Oct-14
10,2014,Unprovoked,USA,California,"Walls Beach, Vandenberg Afb, Santa Barbara County",Surfing,M,28,25-34,Lacerations to knee,N,17h30,1. Afternoon,8' To 10' Shark,2014.10.02.b,02-Oct-14
